#{"t_start": 1587284671.8325038, "env_id": "DronePathComplex-v0"}
r,l,t
21,190,4091.716501
71,822,4116.131143
132,1818,4137.087893
109,1305,4153.2625
35,391,4158.34187
24,188,4160.498701
25,185,4162.252582
143,1433,4179.880918
25,182,4181.527717
20,202,4184.717948
66,639,4196.342204
87,753,4206.28646
88,848,4215.665533
38,366,4220.207131
112,944,4231.27499
21,259,4233.92967
21,206,4237.254843
22,190,4239.269764
167,1104,4252.560616
104,898,4263.321227
177,878,4287.857193
146,875,4297.742108
51,297,4301.799269
46,329,4306.333118
25,190,4308.207343
251,2132,4332.730593
25,181,4334.591165
257,1566,4353.857364
89,748,4369.027221
145,924,4380.673126
180,1704,4399.71254
341,2297,4427.116641
22,219,4429.280596
391,2875,4473.301731
109,498,4479.257371
51,314,4482.108077
236,2383,4510.304357
344,2899,4549.37864
198,2396,4577.038937
333,2164,4614.807106
249,3281,4653.428486
305,2050,4677.294489
469,3853,4736.48678
153,1156,4750.645287
287,2125,4793.335444
100,780,4801.82623
525,4995,4866.564208
25,256,4870.045903
118,1045,4882.313071
23,198,4884.112444
1000,7608,4980.831561
25,184,4982.731544
240,2216,5008.819515
543,4514,5078.524363
26,196,5081.504184
292,3352,5138.597427
175,909,5149.343915
153,949,5159.971431
27,198,5161.90351
410,4284,5228.562374
27,265,5230.891476
23,166,5233.578523
27,210,5235.654981
577,5242,5304.861341
25,191,5307.845401
393,3867,5351.489565
253,1873,5378.25105
112,808,5387.159208
59,453,5392.754358
100,886,5403.538884
79,694,5411.38054
1000,8163,5512.445732
316,3726,5586.427625
648,6694,5693.567939
115,1464,5709.643204
90,1712,5730.02311
25,168,5744.55208
149,1712,5764.37201
490,4825,5830.919104
230,1972,5858.067838
59,622,5865.018459
43,744,5873.246074
49,393,5878.00651
25,231,5881.153672
484,4465,5950.198013
284,1854,5971.707957
282,2322,6007.516812
480,3384,6045.05487
819,6120,6132.132966
26,199,6134.0747
62,276,6137.711907
25,169,6139.242579
431,3537,6187.701405
23,168,6190.408921
552,4491,6245.412929
651,5240,6305.178226
116,899,6314.45316
385,2278,6364.439751
23,180,6366.138308
72,646,6373.25539
96,775,6382.480532
746,4618,6440.26429
67,462,6445.581197
384,2691,6475.646372
104,857,6485.504458
175,1115,6507.060321
73,407,6512.067956
52,389,6516.829443
500,4307,6565.765098
159,1003,6596.540575
25,185,6598.242913
220,1399,6614.545072
28,172,6616.157397
347,2483,6644.384213
913,8521,6791.796563
34,207,6793.772079
60,435,6798.903069
367,1987,6821.183589
206,1629,6839.493476
50,477,6845.295214
31,208,6847.286905
23,179,6855.481303
63,469,6861.00177
755,6679,6948.111831
595,4947,7008.626881
111,531,7018.989707
498,3661,7061.357038
70,559,7067.629781
500,4287,7130.56469
113,884,7141.434398
717,5933,7216.385452
836,6651,7305.171842
76,427,7310.177958
204,2107,7333.399189
179,1219,7362.084623
27,181,7363.695904
570,3622,7408.733961
32,228,7412.047418
385,2871,7457.002141
582,4240,7506.855011
71,726,7541.625052
74,796,7550.121656
23,188,7553.014331
127,1019,7564.694258
164,1611,7582.408678
402,2650,7623.050713
39,240,7626.413665
136,853,7635.30717
691,6597,7720.232403
25,172,7721.921253
31,234,7725.200803
75,606,7731.829803
379,3050,7766.498816
117,749,7780.253577
25,184,7781.981205
208,1213,7799.667839
31,202,7802.627801
119,833,7811.487509
132,1088,7823.886999
91,593,7831.682633
29,197,7833.657972
832,7310,7922.378535
58,514,7928.092304
40,256,7939.721777
177,1254,7956.178598
199,1660,7976.515436
74,402,7981.459981
309,1888,8003.364205
25,175,8005.128404
214,1584,8027.035862
22,213,8030.160516
49,370,8033.832065
31,219,8037.172175
55,462,8042.861637
274,3086,8081.562282
65,619,8088.471226
31,254,8091.915213
35,196,8099.678475
111,903,8110.302564
913,8109,8206.622452
24,185,8208.35481
27,223,8210.472972
102,887,8220.664352
111,884,8233.753831
26,179,8235.892204
768,6410,8322.515297
50,331,8325.530455
926,10525,8475.286109
125,1060,8487.136529
977,8571,8635.017053
45,740,8642.998956
45,337,8647.267143
26,188,8648.927344
24,231,8652.129812
117,862,8661.176859
1000,11589,8816.084556
80,492,8821.989602
32,548,8828.208291
24,181,8830.043113
25,198,8833.077861
113,1029,8844.873145
861,9337,8977.854861
24,212,8979.74324
725,7001,9069.781804
27,294,9073.559141
109,2052,9097.068736
294,3646,9144.796678
206,1727,9163.741147
112,916,9177.961945
50,794,9186.541258
103,958,9206.869668
71,499,9212.654027
747,10018,9339.370603
177,2036,9373.233811
25,204,9375.103304
28,223,9378.271638
62,594,9385.072837
87,829,9394.181574
23,218,9397.351706
1000,12194,9564.959337
1000,13537,9773.113092
27,204,9776.098058
239,2619,9805.414343
22,227,9826.790265
23,245,9830.237022
25,193,9832.125482
28,234,9834.262554
132,767,9843.619367
25,224,9845.707881
169,1949,9867.477565
1000,15487,10091.829933
907,12287,10267.074955
20,214,10270.125726
555,6048,10353.639002
357,5094,10410.735638
212,3019,10460.73857
1000,14223,10678.339423
172,3326,10741.710886
448,5200,10799.861231
73,1440,10828.669162
894,11684,10995.484614
694,11399,11151.418871
1000,15061,11366.775867
1000,16030,11596.207418
1000,18084,11879.048717
1000,18256,12231.389185
1000,18780,12569.993044
1000,16706,12836.130158
1000,19905,13175.857484
890,20000,13512.199764
1000,19383,13835.804693
1000,19197,14187.897882
1000,18249,14559.69518
26,3331,14658.110054
936,20000,15039.095444
1000,19799,15459.664013
906,20000,15913.13442
20,2048,16015.026811
997,20000,16439.796753
123,4667,16565.611784
32,3241,16606.446558
1000,19927,17082.378451
953,20000,17712.725958
