#{"t_start": 1587284672.3855762, "env_id": "DronePathComplex-v0"}
r,l,t
129,784,5302.183527
31,193,5304.057665
111,1059,5316.238666
27,216,5319.252702
288,3813,5362.392757
104,810,5377.025315
212,2012,5401.144624
44,566,5407.721812
24,260,5410.261027
321,3402,5456.454156
65,562,5463.000393
105,1120,5475.826156
314,2305,5502.656018
27,182,5504.63166
289,2582,5564.884479
186,1173,5577.95434
29,199,5580.952838
60,504,5586.794169
504,5684,5682.195082
265,2326,5708.336937
218,2183,5747.435442
56,982,5758.96868
26,179,5760.693026
26,169,5762.412332
35,311,5766.550954
78,1448,5783.992575
174,1896,5804.927449
151,1651,5836.176132
226,1586,5857.017876
103,542,5863.220484
147,1012,5875.059969
26,174,5876.628875
191,2276,5921.562669
313,2614,5951.832062
655,5355,6020.955711
27,170,6022.549905
1000,8148,6132.609384
530,4356,6191.02537
733,5949,6262.017781
25,172,6264.657374
35,240,6266.901697
492,3875,6311.369302
22,184,6312.973435
25,189,6339.600757
699,4211,6386.917633
72,499,6392.914179
387,2354,6424.145238
182,949,6434.971558
27,178,6437.795494
137,1033,6449.444292
365,3254,6494.656421
174,1173,6507.699228
25,172,6510.452413
244,1859,6530.743494
29,198,6533.702713
93,542,6539.978879
288,1969,6561.681016
46,320,6584.847251
127,1685,6604.079643
1000,8173,6718.690127
150,879,6728.81925
86,696,6736.478052
101,952,6747.058567
1000,7875,6871.501237
64,480,6876.927186
181,1050,6888.369886
24,163,6889.898236
49,332,6894.14019
72,376,6897.518392
24,188,6900.379227
26,173,6902.086167
336,2210,6937.660761
118,790,6948.230265
58,373,6954.369614
109,916,6966.322009
20,178,6969.061422
26,189,6970.909382
932,7644,7062.791481
28,176,7064.419195
27,176,7067.325048
55,333,7070.595287
26,170,7073.43597
53,425,7078.85926
26,170,7080.549964
268,2159,7114.552082
93,464,7121.446023
31,226,7124.410243
279,2441,7154.979881
150,904,7165.414143
32,250,7167.882173
25,177,7170.682849
26,180,7172.292268
188,1333,7195.514554
818,7025,7288.770625
26,197,7290.739939
27,181,7292.5189
171,1263,7307.22858
716,5740,7385.892538
217,1201,7401.232227
576,4601,7468.91256
27,219,7472.437477
23,190,7474.254842
26,191,7476.286472
731,5920,7570.538934
140,1307,7585.872057
710,5854,7663.252182
53,553,7669.609803
375,3145,7714.001863
1000,7119,7804.104738
25,176,7805.840508
24,177,7808.598465
101,652,7815.683487
24,200,7817.738366
27,180,7820.413207
28,200,7822.203264
29,187,7825.071089
444,4170,7877.494621
26,170,7879.162054
26,201,7881.138891
302,2063,7904.944422
147,1398,7921.508807
197,2639,7963.897383
60,521,7969.84904
21,187,7972.665751
80,636,7979.576107
750,6568,8059.723952
731,6344,8140.912085
24,236,8144.17224
395,3810,8191.617591
26,197,8193.400586
38,340,8197.57375
850,8732,8312.787917
379,2575,8366.574656
28,187,8369.448142
402,5009,8424.407316
310,4147,8477.597806
61,1213,8491.764971
943,8356,8636.739009
406,4191,8683.787426
23,181,8686.664878
304,3542,8733.544841
591,5985,8817.469447
25,204,8820.632199
92,442,8825.925107
268,2639,8856.205768
81,1058,8875.193562
148,814,8883.726307
342,2551,8915.403139
1000,9328,9046.047241
342,3088,9084.843927
396,3956,9135.567271
26,210,9138.567238
195,2453,9167.435782
25,201,9169.818878
1000,13194,9343.863878
286,2924,9387.511662
87,940,9398.650982
643,6593,9489.628016
891,9035,9604.942446
221,2392,9659.28542
100,1706,9679.46788
279,3580,9748.306409
99,927,9758.810516
1000,11100,9916.755722
336,4746,9970.826766
1000,12092,10141.228128
823,12785,10326.109348
1000,15646,10569.745699
23,233,10572.287066
85,2448,10599.616297
355,5317,10678.132023
48,565,10684.386976
1000,16687,10929.827036
818,14906,11141.080027
1000,15513,11361.464438
187,4085,11407.086063
1000,17094,11674.485793
319,6427,11785.603379
1000,18130,12116.25397
25,245,12118.489822
1000,18329,12454.38866
1000,19555,12769.880931
118,3749,12828.562614
1000,19067,13159.11795
969,20000,13495.190036
28,2757,13525.035883
1000,17601,13829.631855
965,20000,14191.032419
27,3122,14287.606182
1000,19207,14671.608163
162,5342,14793.119867
57,3523,14834.592052
1000,19639,15278.663416
27,2041,15301.416017
898,20000,15729.881933
985,20000,16175.647226
31,2788,16273.882588
970,20000,16737.114928
910,20000,17241.952454
1000,19055,17752.941344
