#{"t_start": 1587284671.9202905, "env_id": "DronePathComplex-v0"}
r,l,t
381,2263,6783.377141
515,3953,6828.314141
40,314,6832.202355
934,7106,6918.515072
426,2476,6962.483582
798,6529,7041.254418
647,5962,7121.207249
114,874,7134.45437
101,788,7143.182022
21,167,7145.923514
557,4369,7203.075742
762,6085,7285.191903
38,227,7287.298532
25,183,7290.279225
28,191,7292.198588
499,3354,7329.988596
75,403,7333.812275
27,167,7336.559988
55,436,7355.709455
249,1353,7370.630715
104,735,7379.311295
27,187,7381.113533
613,5108,7456.097661
25,209,7458.151836
228,1503,7476.472906
26,190,7479.638959
23,203,7481.67641
87,913,7492.65573
25,188,7494.360446
77,463,7499.757986
48,318,7503.762796
553,5057,7587.171144
84,581,7593.70709
567,4841,7659.162395
23,183,7662.174922
159,1849,7686.401264
463,2897,7724.908611
169,1017,7736.347422
93,752,7744.358342
24,179,7747.248141
229,1546,7764.733944
766,5864,7840.441262
23,188,7843.269396
25,181,7844.982614
50,372,7849.455834
27,200,7851.255434
22,180,7858.146899
27,174,7860.845516
84,401,7865.46964
132,1219,7878.887542
51,595,7885.65148
349,2518,7914.941626
22,179,7916.68646
214,1440,7941.43124
344,3272,7984.049627
275,2606,8016.939327
54,504,8022.946008
25,204,8025.137166
527,4369,8079.917081
439,3640,8126.914858
942,7806,8219.642646
28,206,8221.605368
27,187,8224.631783
706,7155,8322.142828
29,215,8324.22816
23,254,8327.62753
128,1061,8364.120882
578,5121,8421.279518
59,505,8433.385283
274,2635,8462.993744
24,244,8465.208928
27,207,8468.233238
200,1179,8481.316184
347,3315,8540.140088
660,4542,8593.508535
45,391,8624.872301
266,2749,8655.853273
727,8818,8762.378461
231,2015,8802.975295
24,191,8804.704968
167,1290,8818.730538
1000,10985,8972.019016
138,1284,8985.745166
128,897,8996.42366
371,4687,9058.75331
28,240,9062.701298
51,410,9067.737148
152,1004,9079.302037
67,578,9085.708974
24,209,9087.592421
33,233,9090.810345
1000,11258,9237.826895
22,248,9240.245031
23,187,9241.987686
184,1640,9261.566255
70,720,9269.238294
92,1480,9296.319536
201,2162,9320.03853
80,1626,9341.340091
142,1026,9352.616148
1000,9588,9489.405161
98,490,9495.165909
918,11210,9662.868278
22,194,9664.616537
36,576,9671.042991
638,9467,9825.679228
25,187,9827.520356
23,237,9830.816541
364,4440,9879.822455
61,510,9885.73087
52,358,9891.515332
709,8218,10017.337637
1000,11557,10181.194847
1000,15092,10384.615548
85,2128,10408.359459
20,223,10411.623505
828,11981,10601.212033
1000,13653,10799.399596
23,245,10814.116159
227,2582,10843.894077
151,961,10858.399685
54,712,10866.97951
1000,17088,11114.408547
1000,14159,11310.649841
1000,17935,11572.794187
1000,17291,11843.860269
120,1040,11858.032353
272,9534,12078.664338
1000,17389,12353.226791
1000,18603,12686.056538
87,3738,12751.099627
362,12659,12948.616753
1000,18030,13256.11375
963,20000,13592.789311
23,2024,13614.918042
103,4633,13698.056015
1000,19339,14047.163128
1000,19718,14428.826675
1000,18368,14819.525561
40,2895,14883.667679
869,20000,15300.215588
35,2593,15328.948448
92,431,15333.92223
979,20000,15851.418372
20,711,15858.640552
882,20000,16283.368186
40,2844,16319.001809
846,20000,16861.136526
56,4294,16907.94533
22,4174,17047.138641
20,3617,17086.842797
1000,19818,17714.460716
