#{"t_start": 1587284672.9229782, "env_id": "DronePathComplex-v0"}
r,l,t
24,553,9.978813
29,524,17.216674
28,528,24.77476
23,382,29.332353
21,491,35.74135
22,391,40.95875
21,483,46.753524
62,950,58.253321
25,1393,74.329123
58,886,97.054155
43,1370,113.011904
1000,9860,268.481114
1000,7868,473.822264
1000,8101,620.724588
1000,6941,753.894514
1000,7162,874.995208
589,4243,969.262929
1000,7428,1086.702116
1000,6978,1196.024917
507,3369,1260.463585
1000,7063,1396.076511
1000,6932,1519.100413
1000,7385,1654.49656
1000,7715,1783.756971
1000,7293,1953.835943
803,6296,2069.910279
724,5477,2131.286551
930,6948,2280.056334
445,3285,2316.413535
663,5398,2406.836159
1000,7769,2530.748279
589,3975,2592.043081
712,6045,2678.964224
138,1031,2690.772492
28,174,2693.498261
384,3020,2727.800861
706,5773,2805.314771
268,1528,2838.246081
386,3121,2874.004544
515,4569,2935.453408
414,2670,2966.393133
526,3223,3012.20991
177,1272,3027.511634
229,1749,3047.007044
331,2564,3088.180457
251,1671,3108.217191
305,2416,3135.02396
26,187,3137.903624
888,6794,3226.142719
226,1442,3262.971809
338,2249,3288.686449
81,639,3295.919047
872,7552,3398.139414
386,2527,3433.597445
392,2775,3464.870307
26,203,3467.898964
25,192,3469.746876
429,2887,3521.256337
589,3540,3561.491857
53,332,3564.987932
179,959,3576.172594
25,186,3579.000142
51,381,3589.952517
242,2545,3618.600009
217,1097,3632.560188
80,529,3638.616782
26,194,3640.451774
264,1709,3670.298836
383,2908,3706.58644
281,1380,3723.664016
299,2188,3769.352814
110,622,3776.336819
23,210,3779.293164
26,171,3780.90328
224,1523,3798.382929
152,1015,3809.960664
23,181,3811.799398
27,196,3814.831803
22,204,3816.924303
167,945,3828.019296
38,283,3830.865791
250,1982,3870.252716
25,205,3873.547398
84,357,3876.930657
23,176,3879.855686
25,176,3881.723834
293,2103,3906.252429
25,194,3909.176375
49,507,3915.101318
20,178,3916.741347
65,418,3921.665636
348,2682,3963.418718
30,261,3965.932065
27,192,3968.97281
25,179,3970.71893
90,938,3982.033333
199,2685,4023.856402
179,1326,4040.080681
146,988,4051.38464
102,894,4062.416351
25,204,4064.269879
23,190,4066.261686
26,222,4069.872203
162,1543,4088.764783
244,2106,4127.78196
20,207,4129.726901
142,870,4140.704065
131,2040,4165.642768
27,205,4167.647343
42,387,4172.423192
274,2686,4209.391951
87,967,4220.687109
73,405,4225.559126
186,1754,4246.658624
138,1161,4261.032013
138,1650,4294.415303
150,1383,4311.373572
78,1060,4323.498835
71,599,4330.399197
108,782,4338.986805
108,843,4349.072532
92,642,4363.133863
297,2429,4392.355121
89,870,4402.813165
100,724,4410.734822
25,178,4413.536478
70,964,4423.766956
439,3399,4474.025642
266,1723,4493.897234
109,937,4504.959419
295,3099,4545.751533
65,350,4550.325318
92,405,4555.306152
202,1724,4575.254591
21,217,4578.494064
291,2002,4613.570124
19,205,4616.664123
32,230,4618.790719
55,532,4625.105085
25,241,4628.47465
