#{"t_start": 1587284671.50492, "env_id": "DronePathComplex-v0"}
r,l,t
248,2441,5369.247737
93,754,5383.441532
119,785,5392.199854
44,499,5398.124572
71,363,5402.780011
185,1852,5423.76411
255,2653,5461.896299
22,182,5463.605807
100,577,5470.204746
22,259,5473.689665
124,1395,5488.763561
22,183,5491.511863
163,840,5500.534908
23,221,5503.830102
24,223,5506.144397
259,2135,5561.114339
132,1192,5575.369615
110,1091,5587.973854
27,241,5590.308084
467,5290,5681.861712
83,792,5690.276796
197,2123,5714.77294
42,248,5718.151226
175,1728,5750.639441
73,766,5760.271473
40,411,5764.266217
154,2570,5794.409504
500,4422,5859.784718
744,5778,5944.596747
21,180,5947.320751
276,2309,5973.06668
26,188,5975.932282
364,3099,6019.735494
27,188,6021.512582
42,452,6026.920862
24,179,6028.565284
457,4515,6097.07349
135,892,6107.807515
35,214,6109.949269
1000,9848,6229.797071
633,3326,6272.276999
323,2871,6305.248749
115,890,6314.454978
766,5424,6400.402878
194,1061,6417.415758
77,619,6424.221912
404,3095,6459.091653
578,4557,6520.01035
25,165,6521.496393
180,1288,6536.574812
26,172,6538.226755
106,741,6547.386236
29,193,6549.330766
269,2163,6592.880684
694,5635,6679.598813
26,169,6682.331985
120,758,6690.192294
352,2797,6721.961494
111,661,6728.990366
115,814,6737.811092
813,6947,6845.72198
97,705,6858.889419
88,650,6867.025913
29,186,6868.737773
162,1360,6884.115456
204,2090,6907.819556
556,5229,6982.957118
26,176,6984.682937
262,1969,7007.901159
776,6105,7082.685025
25,176,7084.521432
252,2068,7119.002875
92,685,7129.477624
24,169,7131.493768
238,1681,7150.953959
26,169,7153.79793
59,549,7159.892985
157,926,7170.839577
57,407,7182.566247
352,3249,7219.858078
25,213,7221.926733
147,943,7232.683678
180,1349,7252.318014
98,990,7272.613733
810,6525,7359.784018
91,470,7365.112655
25,171,7367.958078
29,217,7370.148037
414,3277,7410.609947
871,5751,7491.938966
1000,6421,7590.228626
252,1926,7622.672987
48,332,7627.021987
225,1706,7645.911397
34,238,7648.254174
21,177,7651.072322
763,7302,7743.193644
667,5645,7816.702694
658,5655,7886.544772
22,218,7889.786646
813,7430,7987.051458
28,188,7988.773213
568,3516,8033.185375
113,984,8045.107835
61,345,8049.449526
79,665,8056.557825
326,2738,8092.133541
90,601,8104.781817
184,1243,8118.425694
28,186,8121.204113
69,697,8128.539247
77,632,8135.571041
976,8704,8242.43
927,9544,8388.046066
46,360,8391.253056
427,3523,8437.367091
1000,8208,8553.322159
394,3885,8598.081887
56,372,8629.512904
416,4646,8681.822316
25,195,8683.570256
1000,8098,8799.325746
27,181,8800.95122
70,388,8805.702306
208,2127,8829.82743
49,332,8834.304767
186,1257,8848.124088
90,671,8856.481715
29,222,8858.756209
275,3585,8909.286104
1000,9004,9028.317996
660,6529,9119.093341
922,9841,9244.625688
24,195,9246.401684
269,3105,9291.716383
294,2319,9317.917998
25,232,9320.049328
139,1142,9335.993071
1000,11170,9490.284632
672,8929,9604.594115
221,3304,9669.464877
77,545,9675.831806
24,200,9677.629342
763,10332,9842.61168
321,4680,9898.3463
321,5075,9966.512329
794,10587,10120.371165
1000,16153,10355.322204
25,202,10357.108402
428,6218,10440.350731
496,7604,10566.336857
49,923,10578.747038
220,4440,10648.811412
110,1926,10670.089246
25,220,10672.02605
164,1158,10684.337037
27,596,10690.705543
613,10827,10855.471884
341,2951,10887.759646
91,600,10910.479717
1000,15628,11127.152451
225,2197,11154.042861
666,9637,11294.501675
1000,19118,11569.904911
1000,17999,11852.9636
1000,18545,12211.622508
1000,19192,12550.592378
1000,19139,12850.907906
1000,19172,13178.289949
199,4063,13252.663262
970,20000,13589.375261
1000,16425,13883.840807
95,2880,13915.540402
1000,19511,14300.602987
99,1497,14317.114952
987,20000,14772.366822
114,5103,14831.260537
42,3521,14903.158899
985,20000,15318.995257
80,4492,15435.4275
959,20000,15886.371318
1000,19281,16303.214668
19,2020,16328.327435
22,2023,16427.437069
1000,18850,16880.260643
29,2702,16909.895752
106,3323,17040.389821
19,2020,17062.597272
896,20000,17589.285577
43,3276,17727.605883
82,2405,17754.196667
20,2057,17858.033241
19,713,17865.602237
