#{"t_start": 1587284672.0180318, "env_id": "DronePathComplex-v0"}
r,l,t
95,518,4532.171844
165,1607,4550.715763
117,631,4557.986159
108,1018,4569.956947
162,1568,4588.296606
120,798,4610.768003
278,1958,4634.061819
264,2795,4665.55921
33,270,4669.134436
34,251,4671.673065
256,2334,4714.875446
91,729,4722.941998
583,5315,4801.897949
269,1792,4822.851441
351,2822,4854.961439
79,617,4869.936734
443,3332,4907.821647
809,8627,5016.107403
633,7182,5136.870009
228,1968,5159.19749
24,206,5161.18456
79,435,5166.423485
330,4358,5233.693018
23,211,5235.760873
91,802,5245.965589
170,994,5257.793174
251,2031,5279.765966
280,1822,5309.939412
508,4342,5360.129841
220,2184,5390.16126
53,609,5397.237794
22,195,5399.094649
98,1031,5411.444358
136,930,5422.227849
23,172,5425.13516
187,1657,5444.305348
347,4047,5497.04311
431,4180,5575.86295
23,201,5577.743865
109,1255,5593.0153
26,161,5594.664087
44,324,5598.758743
174,1285,5613.442771
151,978,5625.244479
427,3427,5693.939564
159,1992,5717.047862
247,1483,5747.222365
103,1610,5766.149289
79,535,5772.477339
248,2099,5796.886582
142,1176,5810.204638
60,620,5825.308965
122,885,5839.330854
126,1050,5853.473134
126,1241,5868.522534
21,176,5870.231405
26,188,5871.936923
692,4994,5948.085289
25,172,5949.683725
27,176,5952.532717
747,6197,6031.769522
1000,7668,6136.235816
235,1689,6154.8375
242,2077,6186.652305
29,188,6188.471267
92,814,6198.475631
671,4375,6253.081054
26,172,6254.614103
94,682,6261.607638
50,448,6266.793006
387,2182,6291.156009
86,613,6298.681914
22,180,6300.462715
221,1391,6340.725726
365,2756,6371.254399
213,1916,6393.604505
895,5811,6464.070784
27,179,6465.713276
34,226,6469.025841
355,2681,6507.895283
92,802,6517.776823
561,3722,6559.76925
464,2973,6613.505075
238,1379,6629.513232
26,174,6631.11614
95,1031,6642.80185
22,201,6644.715604
423,4134,6713.338541
85,561,6719.506801
124,925,6730.124385
96,587,6736.640002
929,6352,6837.66746
28,175,6839.386697
75,504,6845.482904
46,284,6854.509741
96,691,6862.217488
910,8858,6977.858282
264,1511,6995.35107
25,177,6998.312071
95,779,7006.949952
178,2021,7034.208721
41,280,7037.916888
371,2486,7065.232237
708,7107,7161.656858
360,2816,7201.990265
774,5397,7275.836436
828,6896,7368.712203
392,3723,7414.520649
52,448,7419.658943
26,184,7421.402736
227,1677,7454.164981
235,1755,7474.825374
25,183,7476.845387
50,373,7481.742818
72,410,7486.728628
211,1835,7508.260944
1000,8159,7636.240265
550,5110,7703.742359
48,543,7711.114455
24,181,7712.769622
183,1458,7729.768735
222,1429,7746.136413
23,176,7747.921583
90,591,7754.584846
336,2456,7788.82706
24,237,7791.920906
112,577,7800.108961
51,397,7804.892736
129,826,7814.718375
25,176,7816.575774
201,1628,7835.078698
95,946,7846.071902
157,1081,7863.213977
20,176,7865.934984
23,182,7867.557245
26,216,7869.533525
25,212,7872.642283
86,786,7881.072043
137,1674,7901.430349
369,4041,7959.780567
27,251,7962.56128
50,499,7968.270788
521,5500,8035.979754
26,190,8037.886803
27,187,8039.737523
54,462,8045.268635
92,662,8053.516348
61,492,8059.099962
26,189,8060.959621
94,484,8067.884788
1000,9103,8184.326239
68,646,8191.354457
229,1539,8208.566792
1000,10152,8364.926627
568,5153,8422.401308
28,203,8424.206177
28,212,8433.766485
24,192,8435.502154
1000,9278,8564.046576
24,200,8567.09078
25,187,8568.915293
477,5430,8657.532948
24,190,8659.277343
72,413,8664.050528
20,213,8665.984102
168,928,8676.336523
26,182,8677.968048
275,3486,8724.615119
139,1536,8741.80005
234,1645,8759.695007
282,4782,8832.691878
228,2252,8858.16047
770,6649,8960.852359
137,969,8972.061533
86,896,8982.216379
1000,8942,9093.408337
24,217,9096.601433
71,465,9101.080751
103,565,9108.368605
88,977,9124.596018
685,7637,9224.543602
383,5441,9296.950457
378,4276,9347.335613
75,572,9353.490148
318,4000,9410.872063
410,4995,9483.722639
1000,12873,9670.10565
24,192,9673.076711
652,7400,9784.283875
95,797,9793.552559
22,294,9796.20838
624,8637,9927.622355
1000,13846,10118.556461
141,1824,10139.11978
72,1475,10156.719033
554,9458,10303.267848
219,2253,10327.833851
682,10085,10470.200422
1000,13687,10682.072458
21,274,10684.528274
886,13720,10880.953716
125,2006,10919.454061
197,4188,10965.510883
25,288,10969.216492
148,2594,11017.930455
27,225,11020.019185
1000,15513,11230.001147
93,2026,11271.576839
1000,14585,11476.4688
1000,16158,11748.929568
1000,18092,12077.939163
108,1708,12096.578063
1000,18060,12426.716652
1000,16974,12694.080561
1000,17893,12973.244978
74,2522,13034.577271
55,2621,13063.444235
30,3869,13150.712768
1000,19423,13480.513772
1000,19258,13798.721396
1000,19313,14157.338862
1000,18236,14526.233686
1000,19110,14900.296988
20,2021,14922.146888
1000,19495,15335.956347
36,3137,15435.134051
50,4434,15559.362647
25,2193,15584.072327
1000,19952,16045.048463
20,2021,16065.953249
1000,19020,16551.900363
207,9731,16743.509814
892,20000,17248.35376
46,4504,17386.784776
905,20000,17901.040593
28,2697,18008.828176
