#{"t_start": 1587284671.7399414, "env_id": "DronePathComplex-v0"}
r,l,t
139,914,6068.568113
25,168,6070.214366
112,999,6098.218777
239,1936,6120.710137
54,224,6123.847851
47,414,6127.663147
28,177,6130.432885
137,1284,6144.276249
220,1468,6169.450842
22,162,6170.919092
27,179,6173.735106
26,169,6175.407798
25,200,6177.254158
115,703,6185.738906
30,190,6187.485989
80,454,6193.158924
85,636,6200.138308
1000,7992,6294.927239
390,2744,6349.89706
116,549,6355.931993
26,164,6358.471358
103,578,6364.706138
1000,7614,6456.361335
188,1652,6474.840453
66,424,6479.814258
153,876,6498.122272
178,1631,6517.601074
131,1187,6530.411949
24,195,6532.321862
183,1242,6547.454374
24,166,6548.989518
557,4080,6615.098861
403,2904,6648.519158
25,184,6650.229192
612,4138,6718.502101
188,1459,6735.184839
27,172,6736.806621
419,3151,6802.268319
894,7660,6893.057085
212,1858,6914.823613
170,1069,6937.412989
28,194,6940.912218
65,357,6944.485997
28,175,6947.278824
121,626,6956.421305
58,356,6962.578943
111,750,6970.875952
28,176,6972.548518
101,903,6983.164001
804,6399,7061.319738
300,2070,7086.296521
26,168,7088.074978
995,8333,7204.245708
599,4968,7273.924105
267,1859,7295.931726
382,3077,7329.864437
879,7639,7447.358624
742,6205,7546.252427
403,3323,7583.3146
1000,9607,7713.135698
96,660,7720.499393
277,2366,7747.844824
438,3567,7797.147602
26,189,7799.050529
334,2866,7832.502134
99,668,7839.799838
822,7331,7936.774226
27,180,7939.553107
677,5377,8004.935715
25,170,8007.726899
60,353,8011.158909
27,196,8017.195501
27,182,8018.883859
24,182,8020.495492
57,448,8026.317372
75,699,8035.514668
21,174,8037.148656
25,188,8039.06761
26,223,8042.331654
326,2553,8074.890987
44,377,8078.375092
50,429,8083.63811
455,3310,8127.599028
75,675,8134.986062
228,2178,8159.105557
25,205,8162.091817
27,194,8163.851403
319,2920,8202.23835
57,649,8209.275005
152,1510,8227.178665
20,209,8229.744353
492,3211,8282.734392
60,367,8286.044715
24,191,8288.943115
73,607,8295.520982
25,234,8297.600374
101,917,8307.867317
1000,9141,8441.722335
27,220,8443.675308
84,647,8451.663059
23,191,8453.407574
26,219,8456.475543
25,203,8458.331771
39,781,8466.560208
1000,10329,8634.946464
21,216,8636.92556
392,3079,8671.651784
242,2174,8703.429211
882,9586,8828.848269
83,658,8836.412196
956,8386,8941.695834
545,7412,9050.234531
138,1050,9064.960187
141,931,9075.829299
25,228,9079.196438
117,1400,9094.246219
69,536,9100.459448
478,4308,9156.230197
188,3051,9203.835175
24,227,9205.933031
338,2897,9239.14223
133,900,9249.842482
85,538,9255.857953
164,2540,9294.780765
419,6527,9381.394759
25,266,9385.022849
25,192,9386.935788
1000,14990,9585.672217
80,858,9595.576902
275,2878,9656.696364
39,285,9659.252223
396,4694,9740.986439
144,1166,9754.545263
123,2175,9778.48396
309,3992,9843.253136
414,4544,9897.520457
139,2764,9939.36323
1000,12810,10118.931574
168,3042,10153.36275
1000,14207,10365.899223
1000,13944,10578.107007
1000,14001,10778.622056
172,2519,10819.932077
283,5211,10882.614064
1000,15552,11113.825952
1000,15264,11322.201159
1000,15637,11555.786721
139,2911,11592.264477
1000,16301,11853.524666
1000,18928,12216.411638
1000,18876,12552.776541
1000,18686,12844.954202
951,20000,13183.616909
1000,18319,13501.720551
1000,19055,13821.370079
1000,19278,14175.50842
1000,19753,14562.619241
264,6593,14701.674018
924,20000,15166.483575
1000,19536,15571.366127
979,20000,16029.399956
106,4430,16129.318387
980,20000,16579.455638
954,20000,17059.065054
964,20000,17585.773877
24,3401,17726.291326
20,2030,17748.56591
