#{"t_start": 1587284671.7399414, "env_id": "DronePathComplex-v0"}
r,l,t
23,515,10.638475
27,548,18.180529
23,388,23.203445
24,527,30.360587
42,552,37.510028
28,992,49.616099
54,1098,63.433718
26,454,67.604696
49,1036,79.632131
26,548,100.10849
1000,11445,273.347323
1000,7909,478.026407
1000,8663,632.111712
1000,6632,761.463247
1000,6388,874.394024
1000,6970,998.639022
1000,7325,1115.479944
1000,6252,1216.925074
785,6070,1311.061502
1000,7245,1493.046205
1000,6371,1617.73201
1000,6790,1736.063039
1000,6878,1857.199369
1000,8118,1993.292863
961,7854,2126.868994
326,2274,2185.415581
844,7017,2301.214671
1000,8412,2425.618303
225,1437,2442.191395
1000,6616,2552.761011
578,5047,2625.198576
29,234,2628.479458
194,1974,2670.687717
427,3481,2709.510207
536,5233,2782.681969
418,3597,2838.330081
345,3082,2873.684211
229,1673,2892.574342
338,2250,2926.82722
29,186,2929.645781
179,1224,2943.600379
175,1182,2956.781506
297,2248,2983.563545
426,2817,3024.586753
150,935,3035.42165
86,412,3040.271245
384,2773,3083.5885
25,206,3086.670319
144,1013,3098.447283
47,270,3100.879165
221,1699,3121.243932
133,818,3129.647558
132,1055,3141.766496
29,300,3145.764038
649,4607,3209.019761
97,537,3215.355757
271,1682,3253.847596
67,574,3260.597572
21,190,3263.546647
63,338,3266.899152
29,209,3270.038141
36,187,3271.956456
74,518,3277.779628
24,184,3279.557749
25,198,3282.5864
110,570,3288.877343
98,555,3295.28297
25,183,3296.948276
315,2408,3324.514215
260,1795,3360.989141
174,1151,3373.783749
48,401,3378.798128
22,223,3380.799389
540,4344,3438.202891
281,2020,3460.022181
460,3014,3512.874255
357,2657,3543.594571
23,189,3545.478336
206,1493,3562.821929
76,413,3568.151804
57,494,3573.852428
228,1495,3598.561824
362,3374,3636.454547
1000,6441,3725.058785
21,211,3727.123404
330,2325,3775.073669
480,2869,3807.119956
25,181,3809.889607
112,752,3818.543609
366,2553,3864.481093
765,4621,3918.918804
27,183,3920.529036
269,2380,3959.266269
41,478,3965.117362
161,733,3973.342525
216,1798,3995.408076
25,201,3997.37011
331,2300,4035.288464
22,210,4037.334878
312,1758,4058.306328
101,728,4066.500413
24,216,4070.032065
23,198,4072.072417
24,282,4074.902995
115,768,4084.879279
21,207,4087.006576
48,424,4092.650003
30,203,4095.714318
31,479,4115.461291
250,2168,4140.91146
27,200,4143.00132
23,257,4146.81515
144,967,4158.557126
174,1551,4177.316506
20,208,4179.490023
171,1041,4196.151339
20,200,4198.248147
117,1520,4216.72003
234,2025,4240.990677
209,1593,4259.89393
65,458,4265.466673
89,992,4290.990043
46,568,4298.010639
265,2175,4324.344839
50,335,4327.481868
22,222,4330.814127
102,860,4340.272639
264,1540,4365.035478
213,2037,4389.221079
535,4447,4452.320182
274,2110,4476.10447
127,863,4486.38589
140,1034,4498.663932
406,3180,4539.961883
44,375,4544.715035
541,4367,4608.248276
180,1665,4628.798497
30,263,4631.293608
219,1136,4643.994182
735,5432,4723.046
148,1405,4739.304681
831,6482,4831.34362
236,2217,4858.013761
22,174,4866.384346
451,3659,4908.581614
107,1180,4922.565257
103,527,4928.695621
250,1644,4957.62467
840,6901,5053.487537
81,564,5060.186309
326,2326,5088.155409
185,2096,5131.229505
125,1438,5147.770169
26,167,5149.375389
54,572,5155.519428
466,4544,5224.746793
155,1159,5237.813239
340,3003,5272.994617
198,2068,5305.294763
163,1450,5321.937769
91,598,5328.609948
29,221,5331.80623
244,2982,5366.310194
439,4341,5421.476232
521,3445,5468.437057
27,182,5470.207072
159,2130,5494.203925
24,216,5497.230653
32,197,5499.103539
42,352,5503.812702
698,6258,5606.692183
538,6415,5709.66598
192,1670,5729.688479
33,370,5746.090447
166,1861,5768.568166
113,1234,5783.818067
221,1556,5801.818754
101,1054,5813.875934
343,2569,5857.373779
754,5085,5934.903042
1000,9301,6049.08517
150,790,6057.564376
