#{"t_start": 1587284673.1980217, "env_id": "DronePathComplex-v0"}
r,l,t
726,6598,4846.090392
457,2964,4887.927906
47,309,4890.895077
23,188,4893.830943
256,2576,4923.027024
133,976,4934.179536
62,401,4949.810975
614,4374,4998.251802
31,226,5001.429933
64,390,5005.068398
24,197,5008.063215
97,707,5015.519483
22,257,5036.843591
58,580,5043.419815
27,187,5045.108239
52,769,5054.934945
145,945,5065.569725
781,6676,5161.185483
475,5333,5240.282825
412,2417,5268.671073
103,691,5276.15019
108,765,5284.366287
23,202,5287.506041
105,638,5302.902837
361,2627,5332.949424
21,193,5335.937795
22,236,5338.253726
150,1269,5353.292014
444,4164,5406.674036
142,937,5416.591696
57,438,5421.927538
26,185,5424.954339
436,4459,5482.070084
248,2240,5508.674281
22,168,5510.209177
51,701,5517.718972
114,973,5559.906772
71,1288,5575.130053
46,409,5580.017178
50,540,5586.370943
23,186,5588.092258
26,167,5589.683027
163,1756,5610.96861
429,4290,5689.348934
174,1159,5703.513797
261,3538,5756.432594
252,3334,5796.394316
385,3193,5846.977637
191,1167,5859.968152
82,698,5868.839905
31,213,5870.887597
336,2930,5924.045668
142,1029,5935.440465
198,1764,5954.957147
120,874,5965.222485
173,960,5976.176676
301,1955,6007.502985
251,1833,6027.646198
102,734,6036.590448
24,187,6038.264389
188,1400,6054.435306
33,221,6056.615194
30,338,6060.99823
51,411,6065.945372
303,2104,6106.796849
26,175,6108.602399
605,4847,6172.355636
178,958,6183.279597
882,7571,6272.754384
27,188,6275.528606
62,463,6280.643615
120,806,6289.156003
25,171,6291.884384
80,580,6298.070844
90,723,6306.257521
439,3612,6370.789136
1000,6975,6455.451419
23,203,6457.306671
63,669,6465.785723
545,3379,6512.417643
141,1489,6529.236063
87,599,6536.056525
75,362,6540.622804
193,1153,6553.540226
219,1304,6588.12597
138,1022,6600.108993
68,671,6607.323697
128,882,6617.767305
56,417,6622.661974
31,175,6624.244359
29,171,6625.798643
58,410,6630.72835
119,1349,6646.532705
22,186,6648.327468
27,184,6650.026995
280,1660,6691.822732
749,6200,6789.942386
107,860,6799.122431
26,172,6801.842715
23,191,6803.606476
190,1619,6821.473045
26,165,6824.143344
118,719,6831.799908
203,1491,6854.642592
81,765,6862.828828
26,198,6865.765575
374,3262,6901.876378
1000,7275,7000.878244
50,300,7004.85715
1000,8951,7123.407956
129,1079,7138.687199
659,5824,7212.878582
104,526,7218.795812
499,4271,7279.792575
173,1088,7292.545209
721,5082,7363.631951
25,170,7366.47405
62,371,7370.053042
954,7208,7469.393315
127,797,7479.774945
760,6165,7575.727191
102,633,7582.767179
544,5061,7651.342155
24,193,7654.33511
685,5705,7728.467739
98,1014,7739.882022
23,213,7741.883767
36,208,7744.885727
51,346,7748.411321
320,3015,7789.50667
693,6321,7868.554903
83,589,7876.061532
612,5189,7944.172936
25,172,7945.955323
315,2590,7979.513299
25,177,7981.312692
29,198,7984.322559
191,2008,8007.375485
25,181,8009.145338
27,206,8015.212355
46,555,8021.777641
21,179,8023.624645
21,180,8025.406539
420,3368,8066.409643
25,186,8068.738556
89,616,8077.07689
67,526,8083.178124
28,184,8086.01153
392,3671,8133.275531
24,192,8135.181737
27,190,8137.999618
29,213,8139.947354
1000,9051,8264.449285
96,712,8272.139716
65,356,8276.66327
22,199,8278.517616
35,211,8281.565255
1000,8234,8398.107678
1000,8461,8500.095133
97,786,8529.61071
130,665,8537.617499
25,203,8540.999251
55,590,8548.34954
155,943,8559.936562
30,218,8561.957258
24,202,8563.936219
332,2326,8590.574924
522,5788,8682.41236
27,185,8685.307604
268,3253,8728.351675
132,1053,8740.13528
152,1239,8753.21634
551,5050,8828.555628
519,5151,8897.551991
202,1797,8918.023247
398,4728,8988.754088
25,203,8990.658547
645,8024,9092.355685
27,213,9095.522781
26,217,9097.561891
297,2593,9133.336825
713,6725,9222.299419
565,4939,9288.978328
199,3201,9325.212036
28,205,9327.811897
63,707,9338.211008
579,5391,9410.186643
25,183,9413.011843
167,2420,9455.539032
161,2019,9478.312135
24,223,9481.589392
114,716,9489.523825
117,2273,9515.293574
625,6134,9597.850566
26,208,9599.721808
300,3616,9668.618876
24,266,9672.445461
257,2762,9702.476006
1000,13500,9916.793866
65,1164,9930.619794
406,4441,9995.979809
107,2185,10025.632512
324,3037,10059.315439
1000,12618,10233.479173
185,1030,10265.054038
237,2672,10298.461948
325,4197,10358.229249
185,3235,10393.898693
24,226,10395.949802
74,725,10404.823663
1000,14604,10644.192353
299,3182,10679.701424
40,991,10690.746201
117,2441,10742.809373
1000,13849,10930.545029
20,265,10934.068841
745,10796,11095.985919
112,3095,11133.32904
720,9578,11270.89879
321,5451,11348.910669
1000,15366,11567.528544
891,16186,11829.27317
1000,18204,12186.245929
923,18065,12480.798033
1000,18110,12780.045218
1000,17554,13065.621429
1000,19768,13388.462856
706,15006,13667.432849
1000,19760,14026.721069
68,4111,14124.730385
23,2024,14146.651564
31,1243,14159.90692
40,3204,14258.158045
1000,18007,14564.382525
1000,19413,15001.356872
958,20000,15423.192925
37,2965,15456.430584
33,3795,15573.546926
856,20000,16033.15844
1000,18676,16442.855793
163,6125,16586.296258
903,20000,17065.599273
1000,19128,17582.35235
60,4112,17730.296851
61,3329,17766.153104
