#{"t_start": 1587284672.109237, "env_id": "DronePathComplex-v0"}
r,l,t
226,2395,5611.889521
60,660,5619.50652
153,1203,5662.367422
318,2932,5696.296407
142,2032,5719.624946
205,2540,5762.375363
126,1123,5775.40644
618,5288,5851.428203
212,1494,5868.850906
431,4196,5935.654268
170,1407,5951.78629
622,6147,6030.557306
22,191,6032.418351
24,220,6034.329824
30,181,6037.023056
89,585,6043.295024
42,320,6046.395153
376,4129,6112.014684
370,3057,6146.423326
100,864,6155.505118
63,743,6172.857621
131,1486,6189.869555
37,231,6192.243116
22,179,6193.954253
25,180,6196.698874
362,2960,6229.385918
724,4870,6288.822225
101,627,6295.836133
103,569,6302.310775
158,1198,6340.562076
26,187,6342.563339
355,2365,6369.300047
108,815,6377.885889
220,1580,6396.036001
558,4093,6447.56168
284,1919,6469.61236
886,6932,6557.820367
335,3220,6613.863517
438,3449,6653.437635
24,198,6655.24118
88,462,6682.905681
707,4801,6736.089012
160,1166,6778.874959
24,178,6780.524734
26,165,6782.063864
607,5455,6844.217886
104,719,6857.643612
225,1441,6873.948322
526,5223,6944.469993
25,173,6947.183073
25,161,6948.912982
29,175,6950.919577
84,398,6957.656871
356,2057,6982.884114
494,3421,7026.973327
110,594,7033.501311
22,182,7035.275188
43,437,7040.426239
48,404,7045.263438
112,1094,7057.41848
121,683,7064.823379
538,3686,7119.106616
26,169,7121.188869
29,186,7123.688756
117,730,7134.789094
28,169,7136.333301
950,7050,7225.29164
194,1168,7240.015838
803,6766,7327.114326
64,671,7335.798039
651,5915,7420.474945
511,4346,7485.31593
959,8372,7606.016581
420,2996,7650.989324
145,894,7661.886477
276,2261,7690.949258
500,4512,7747.904002
140,1543,7765.237005
368,3451,7813.787953
24,238,7816.181353
119,579,7822.630031
23,221,7825.79174
25,183,7827.438579
34,267,7831.011317
28,181,7832.927463
115,610,7839.659902
485,5369,7906.839459
66,507,7912.622348
22,173,7914.328042
23,200,7916.260044
24,181,7919.078414
27,170,7920.684571
49,455,7925.956433
51,554,7940.319027
29,202,7942.210584
24,209,7945.434695
66,484,7952.612187
196,1753,7974.680609
23,202,7976.57023
51,453,7982.019638
29,189,7984.962649
916,7330,8076.356206
25,207,8078.33917
138,781,8087.892231
310,2095,8117.534094
51,561,8123.626452
371,4580,8180.496567
1000,10344,8313.749323
76,837,8323.658563
1000,11282,8481.523943
173,1489,8498.565949
731,7978,8638.596553
812,8110,8737.106581
713,6115,8823.634678
368,3571,8871.713999
1000,8813,8991.589744
156,1244,9006.67313
1000,9527,9131.731251
25,200,9133.528175
235,1755,9152.88025
24,190,9155.741803
1000,13054,9326.92005
750,8220,9433.277658
23,257,9437.084232
416,4376,9502.115866
422,6073,9583.816812
696,9644,9749.619283
235,2251,9774.084937
22,261,9777.577888
26,251,9779.964387
23,220,9783.113047
200,1601,9800.823589
504,7676,9921.371523
1000,11579,10087.793935
243,3476,10125.333356
935,11705,10298.274532
24,224,10301.522571
48,525,10307.368444
1000,14984,10503.112213
41,209,10504.959293
35,766,10550.294647
1000,12448,10737.586213
1000,15872,10948.036426
1000,15204,11175.02032
85,2207,11198.758765
282,5191,11274.760428
1000,15993,11496.624637
1000,16593,11772.893667
1000,17247,12093.333071
30,319,12096.179717
199,4964,12189.283281
1000,19578,12531.214697
1000,18454,12820.765142
41,3429,12862.768954
969,20000,13199.534145
830,20000,13565.785949
1000,19084,13889.34955
1000,19783,14277.613727
1000,18821,14655.218605
1000,19738,15033.018037
39,4020,15165.359339
1000,19807,15573.794397
1000,19096,16020.714798
919,20000,16447.58239
1000,19560,16903.724384
929,20000,17413.379467
512,13912,17861.689424
39,3778,17902.842632
59,1650,17924.737194
