#{"t_start": 1587284673.1061487, "env_id": "DronePathComplex-v0"}
r,l,t
169,1692,9066.473591
525,5949,9140.063504
224,2202,9166.489123
209,2743,9209.403925
24,188,9211.138705
23,190,9213.998684
203,1872,9234.241112
24,224,9237.442835
24,202,9239.462855
93,786,9249.038601
1000,11544,9403.335624
764,8843,9518.826113
26,201,9521.745115
640,9420,9669.219743
247,2105,9692.662543
1000,13261,9891.663574
122,1795,9925.253581
1000,13279,10109.983993
27,231,10112.082225
1000,12698,10296.065607
23,215,10298.077118
1000,13921,10483.4337
20,235,10485.510249
434,6775,10600.521983
587,9241,10748.577383
456,5460,10822.817293
90,1030,10834.408947
97,1277,10851.561406
1000,14338,11048.001883
1000,14525,11266.045985
1000,15802,11485.090694
1000,17090,11766.801823
1000,17623,12090.610423
1000,16382,12354.125604
28,597,12361.68915
101,2648,12441.279091
1000,18764,12747.81943
1000,19104,13051.288365
1000,19126,13366.189028
1000,18224,13684.645009
1000,19820,14040.346637
911,20000,14425.504026
46,4311,14531.047919
1000,19517,14908.305996
174,5029,15024.768391
20,857,15034.475788
23,2403,15059.919293
1000,19200,15474.277714
887,20000,16007.177094
102,3776,16052.504365
155,5721,16162.760477
21,1375,16182.119212
984,20000,16710.882184
37,3276,16747.411853
900,20000,17252.202914
49,3055,17373.202506
112,3700,17415.119707
19,2108,17548.879283
21,2048,17571.211889
47,4406,17721.542569
