#{"t_start": 1587284672.2993014, "env_id": "DronePathComplex-v0"}
r,l,t
449,4255,5608.114623
183,1464,5626.150651
136,1158,5667.901445
198,1476,5684.981142
181,2374,5712.827693
392,2688,5756.439512
637,6522,5846.788248
126,1544,5864.724872
777,6396,5957.481097
679,7187,6047.656483
420,2389,6091.162594
190,1508,6108.825636
100,791,6118.263292
399,2401,6144.557209
148,1176,6158.724683
74,564,6173.494999
50,443,6178.650709
40,260,6180.979186
599,4339,6231.005964
508,4741,6288.138488
1000,6811,6389.157972
23,192,6392.109564
224,1431,6407.494323
28,180,6415.413426
25,185,6417.231823
165,1218,6430.44891
770,6661,6515.05352
411,2870,6548.253479
45,310,6552.259951
100,861,6561.245754
25,174,6564.090936
23,178,6584.73361
118,662,6592.178617
24,173,6595.044361
387,2235,6620.12835
181,1450,6636.868966
39,270,6639.273598
86,657,6647.656652
742,5007,6725.102185
457,3802,6797.616302
259,1731,6816.504801
60,494,6822.124092
150,1392,6838.219489
26,226,6840.439302
31,192,6843.383102
401,2796,6879.957964
305,2546,6908.8743
301,2521,6949.570262
217,1419,6969.809609
175,1413,6986.436992
223,1139,6999.415661
515,4159,7051.051733
87,776,7060.33929
790,6737,7152.391271
156,1050,7164.276402
27,206,7166.237242
27,175,7167.870637
581,5151,7236.062006
32,211,7238.748381
30,209,7241.39536
29,196,7245.728739
53,468,7251.193733
110,742,7268.097385
24,184,7269.810044
50,470,7275.389438
160,1027,7287.066329
20,174,7289.966944
217,1729,7309.108876
491,3794,7366.533508
1000,8618,7482.332044
967,8877,7620.379649
24,178,7622.066077
36,586,7628.659298
25,178,7631.395552
55,393,7635.006879
166,1812,7656.450958
32,187,7658.296349
26,190,7661.305107
120,891,7670.974908
777,6269,7752.112154
22,197,7753.867221
767,6663,7838.782163
58,319,7843.011861
594,5422,7909.47248
643,5784,7988.167291
26,184,7991.054139
315,2483,8023.02808
68,511,8029.185438
25,199,8031.181544
292,1850,8053.384177
674,5004,8119.000601
451,4727,8178.201998
587,5330,8241.495327
23,198,8243.436507
30,215,8246.572314
22,200,8261.658952
65,612,8268.199529
21,212,8271.43686
210,1959,8293.837719
90,656,8300.783905
339,3704,8366.755298
470,4227,8413.230822
192,2336,8446.809885
23,209,8448.641462
90,651,8456.751089
30,216,8458.734936
47,447,8463.901481
31,313,8467.967472
70,570,8474.268257
26,215,8476.287099
26,188,8479.1597
186,1803,8499.287012
24,192,8501.614289
64,558,8528.654971
47,402,8532.771672
26,204,8535.989092
28,189,8537.938574
180,1775,8560.668458
143,1488,8576.785021
43,478,8582.257264
372,3755,8652.323627
27,197,8654.069955
25,193,8655.843019
27,198,8658.769985
241,1937,8680.535143
481,5092,8744.826887
161,1129,8756.991266
116,1044,8768.75485
26,233,8770.922076
62,350,8793.075067
120,695,8800.387079
96,1165,8814.212114
282,2279,8840.340528
24,213,8842.234706
28,214,8845.41928
106,994,8856.84595
66,915,8874.420167
874,11960,9029.097012
368,3243,9076.467883
1000,8381,9182.510075
55,417,9186.433498
250,2057,9219.976723
23,246,9222.226569
1000,10295,9351.364786
24,208,9354.402715
107,759,9373.577667
20,224,9375.62101
77,835,9385.781415
108,1625,9404.457575
493,4477,9471.319425
500,5154,9543.518278
24,184,9545.270078
371,5171,9603.61625
202,5022,9687.597978
830,8397,9830.611655
1000,13306,10014.475117
1000,12493,10188.864557
239,2636,10217.551162
1000,13756,10407.043167
1000,14757,10648.880585
1000,14482,10850.778041
353,2040,10875.024271
138,2393,10918.241732
1000,15653,11137.092599
213,5273,11207.967145
911,13333,11392.775309
1000,16201,11648.88601
1000,16399,11887.144232
1000,17513,12232.987099
1000,18377,12565.88903
273,8753,12727.602124
1000,15922,12962.068573
939,20000,13294.545272
1000,19990,13626.669024
901,20000,14016.08198
798,17624,14369.678947
1000,19804,14777.709301
919,20000,15182.05016
25,2434,15209.221651
106,3003,15289.170753
1000,19556,15711.522542
1000,19522,16150.651039
33,4373,16269.819217
1000,18492,16715.488499
100,3946,16757.880814
1000,19694,17260.20746
20,2098,17368.553688
899,19341,17879.042494
