#{"t_start": 1587284672.6394114, "env_id": "DronePathComplex-v0"}
r,l,t
22,210,4302.828661
344,2706,4335.361932
65,860,4344.445895
105,1148,4364.551674
239,2060,4390.054144
321,3491,4429.861262
26,238,4433.122359
102,535,4450.16215
243,2413,4478.0133
79,933,4488.04429
394,2748,4525.618279
168,1303,4539.994156
173,1156,4554.463659
160,1058,4566.926264
352,3443,4619.355705
150,1002,4631.112786
22,209,4634.216876
659,4162,4697.950614
181,1195,4711.116344
43,370,4715.748471
50,507,4721.58609
402,4239,4788.12612
41,555,4794.645308
84,824,4804.634533
200,1437,4821.16874
96,954,4832.230838
551,4336,4889.063026
780,7850,4988.358741
62,487,4993.807282
451,4805,5068.340178
357,3078,5103.795009
566,5010,5178.912
33,234,5182.295098
425,3400,5239.047415
99,663,5246.776315
678,7009,5336.181838
339,3040,5374.625272
48,354,5379.324547
24,215,5382.606496
69,647,5389.956019
69,315,5393.020719
882,8410,5497.477143
106,507,5503.660439
193,1787,5523.83695
371,2701,5586.137868
22,172,5587.964193
136,2379,5616.396882
361,5515,5708.358234
287,2478,5750.205334
228,2122,5775.101779
236,2570,5805.035015
25,179,5807.920947
854,7133,5923.298801
742,5070,5980.596917
777,5691,6053.865785
153,1150,6067.167867
24,183,6068.933211
54,381,6090.06732
361,3696,6132.139954
22,180,6135.029649
405,3241,6179.676595
430,3325,6217.538526
444,3897,6265.73522
449,2935,6299.061112
83,705,6307.038701
102,845,6341.030276
636,5552,6403.869526
99,644,6416.044266
422,4136,6462.74151
430,3299,6508.617607
25,172,6511.428606
110,957,6522.444937
161,1126,6534.912663
90,909,6545.689624
1000,8051,6678.553007
164,932,6689.198824
287,2017,6711.596919
265,1860,6732.911634
40,509,6738.885495
746,6653,6842.769835
1000,7038,6938.108905
23,168,6941.28024
446,3876,6989.419869
28,170,6992.139578
60,367,6995.479261
520,3884,7045.035694
1000,8809,7160.296356
23,214,7163.413715
47,507,7169.363076
164,1169,7190.188409
90,464,7195.426282
25,194,7197.188725
80,708,7206.004406
180,1322,7220.355512
197,1303,7236.860078
563,3850,7292.066123
678,5267,7364.953568
340,2821,7399.357526
30,208,7402.025419
78,473,7408.849746
26,179,7411.827775
171,1272,7437.671153
139,1190,7451.609417
212,1430,7468.907776
414,2781,7502.548183
50,318,7505.389103
203,1455,7547.999218
97,699,7556.755723
25,194,7558.55728
26,166,7560.260499
537,3786,7603.576469
74,471,7619.454746
75,483,7625.145141
26,197,7627.04074
111,871,7637.313493
108,761,7645.303354
118,1252,7660.738608
980,8243,7763.465232
247,1448,7783.968298
26,196,7788.43091
85,555,7797.160097
749,7244,7885.115159
25,208,7887.153944
73,397,7892.142071
1000,8769,8004.953404
23,210,8008.128592
112,804,8019.97077
742,5784,8091.658512
1000,9210,8206.390514
1000,10382,8364.937109
498,4843,8418.34436
22,197,8421.311297
110,992,8439.168811
224,1781,8458.612519
225,2029,8481.672845
500,3381,8542.624729
26,188,8544.601527
49,466,8550.50026
133,830,8560.931989
26,177,8562.603625
23,193,8564.379039
459,4580,8643.120852
25,215,8646.231689
312,3443,8684.103383
978,8560,8805.203031
889,8825,8915.456906
106,1267,8929.9995
23,218,8932.047199
311,4002,8995.462737
25,210,8998.75178
668,6492,9081.642175
193,2114,9105.551819
499,5239,9175.436248
163,942,9185.628822
21,199,9188.749521
57,476,9203.366878
23,247,9205.64135
26,204,9208.672703
137,1351,9223.211079
25,210,9226.310866
864,9263,9343.942686
233,1457,9371.425136
75,986,9382.798104
57,546,9389.298463
1000,11097,9544.269788
136,1947,9566.016619
23,216,9568.02414
167,2058,9591.906923
1000,13508,9800.058429
22,248,9802.351132
19,217,9805.490113
24,191,9826.548183
258,4286,9875.344682
203,2536,9918.846835
25,203,9920.654435
25,215,9922.615895
117,778,9931.816621
29,525,9937.53831
202,1472,9954.194459
238,1826,9974.166811
937,13963,10186.169347
415,6987,10283.109374
545,7856,10387.010605
1000,13914,10598.559894
1000,15143,10824.95779
70,699,10833.495126
1000,16276,11054.638054
1000,16816,11301.687135
522,8756,11414.964028
1000,15439,11661.760661
1000,16800,11943.77659
25,327,11947.83025
1000,17707,12300.072246
964,19073,12638.33441
1000,18431,12923.126464
1000,18941,13239.446477
1000,18529,13559.578868
39,2615,13588.457412
106,4401,13665.145476
991,20000,14026.581584
948,20000,14410.932294
994,20000,14819.274903
908,20000,15225.036718
23,2158,15291.166195
851,20000,15719.11341
134,4960,15863.756521
952,20000,16288.66591
953,20000,16750.550043
1000,19123,17245.331367
54,4250,17381.429904
885,20000,17895.846332
23,1278,17910.54827
22,2926,18020.180854
26,2217,18044.135613
