#{"t_start": 1587228635.3411372, "env_id": "DronePathComplex-v0"}
r,l,t
74,998,3087.13448
49,678,3095.413524
54,722,3102.967783
82,1033,3114.417609
90,898,3130.260597
80,1153,3142.647691
163,1504,3163.026416
96,598,3170.02267
235,1801,3190.228033
187,1914,3216.010308
74,476,3221.291629
72,583,3227.552462
115,1232,3241.781001
256,3674,3292.45871
73,442,3297.372149
252,2273,3321.637091
83,840,3331.222198
24,182,3332.843397
111,872,3343.358324
181,2131,3378.084315
92,483,3383.49795
23,196,3386.358969
130,1158,3398.873174
40,305,3401.604707
62,399,3406.252619
88,972,3417.206289
100,468,3422.494626
154,1261,3446.526475
35,203,3450.624584
224,2027,3473.677557
30,190,3475.328443
84,862,3485.065554
142,1051,3496.522755
43,216,3498.429734
160,1068,3509.97493
153,1398,3530.021663
217,2156,3557.913136
62,392,3562.486741
69,391,3567.063306
94,975,3577.879873
86,492,3583.275397
30,189,3584.989308
28,199,3587.844043
61,277,3590.325887
27,196,3592.039515
238,3264,3633.089512
161,1356,3648.586746
300,1767,3671.829243
77,410,3679.810815
43,435,3684.836741
51,441,3688.700341
70,429,3693.596518
117,1002,3704.704049
37,224,3707.828768
300,1985,3729.732514
52,572,3736.451372
45,212,3738.910664
181,1080,3756.100442
110,1353,3771.452394
33,217,3773.368914
109,732,3782.02476
84,917,3791.17563
35,229,3794.288107
260,1572,3811.915673
24,188,3814.069602
105,666,3832.025881
45,447,3837.088314
44,437,3840.944565
116,634,3848.699154
74,690,3855.885613
25,210,3857.739379
67,372,3862.105819
73,609,3868.684461
69,439,3873.660732
230,1850,3894.1956
188,966,3911.556972
31,203,3913.795017
82,425,3920.461217
21,206,3922.372794
163,1238,3936.565813
45,402,3940.026877
94,568,3947.210287
87,1336,3961.154154
300,1814,3985.125321
60,681,3992.144986
60,338,3996.239367
151,1105,4009.737934
273,1987,4034.841952
38,223,4036.785103
115,591,4043.044585
68,425,4047.863607
78,1003,4063.868029
23,254,4067.2414
95,1117,4079.322308
23,185,4080.946365
107,1156,4093.347376
62,522,4099.65429
116,866,4113.299635
42,525,4119.420073
75,480,4124.740105
118,1341,4143.484525
82,377,4146.807684
74,891,4156.903508
60,303,4160.696838
83,1017,4171.845808
138,1076,4183.520842
83,867,4193.398343
62,278,4195.830228
23,190,4197.587992
87,1193,4217.78043
71,908,4229.617826
23,198,4231.361462
67,359,4235.604049
30,189,4237.294328
144,1771,4257.223935
76,1030,4268.578843
40,198,4270.397484
200,1730,4296.519026
54,566,4302.622989
141,1009,4313.603286
56,505,4319.173639
300,2247,4344.525549
28,236,4346.571589
146,816,4355.946126
79,518,4366.540355
61,544,4372.475184
109,829,4380.843149
83,478,4386.211171
67,367,4390.540627
107,476,4395.89056
34,202,4397.67082
74,772,4408.333287
150,1515,4427.753955
60,859,4442.306129
33,556,4448.309697
165,2394,4473.745263
72,377,4478.193145
300,3102,4519.312292
68,963,4529.837951
89,509,4535.368035
89,390,4539.836835
80,1057,4551.176208
67,1429,4566.888702
169,1082,4578.646314
86,479,4586.05643
173,1075,4598.75291
42,357,4604.714906
66,885,4615.596444
300,4462,4669.23751
68,931,4679.508456
81,873,4690.010135
67,846,4702.674402
83,640,4709.380129
66,310,4713.21596
24,201,4714.964083
78,867,4724.718636
85,538,4730.531554
64,371,4734.81206
35,304,4744.15452
75,952,4754.661591
300,2522,4782.031805
121,592,4788.816323
42,221,4793.184189
114,954,4806.45898
81,466,4811.72713
125,881,4825.055512
300,3290,4862.092702
46,297,4864.724907
87,1024,4876.053699
77,583,4882.274547
163,1451,4907.108705
71,322,4911.085808
195,1590,4928.500904
117,928,4938.947954
229,2635,4971.749275
268,2003,4993.714444
282,3072,5031.727434
240,2416,5063.750975
113,1145,5075.917671
150,1897,5097.356595
85,857,5108.872622
96,1298,5129.953546
70,476,5135.366971
181,2018,5157.532341
86,940,5167.046174
133,780,5176.181731
79,485,5181.607069
300,1955,5214.582823
300,1760,5233.383504
151,1131,5245.433427
93,1020,5256.481016
