#{"t_start": 1587228635.5065384, "env_id": "DronePathComplex-v0"}
r,l,t
76,429,2731.618518
42,418,2741.189033
123,1397,2761.107181
186,1780,2779.908191
122,722,2788.323797
149,2136,2815.902275
25,208,2817.73851
115,663,2825.824931
196,2062,2848.285081
96,1096,2861.855397
29,242,2864.553196
90,1351,2881.750329
148,829,2899.530657
59,431,2904.563637
55,956,2915.231374
101,1193,2927.955073
113,685,2936.368896
135,615,2945.003423
104,839,2956.938064
153,1185,2969.591738
139,1990,2996.737001
90,977,3007.632838
85,602,3014.00323
41,626,3020.634771
108,1494,3037.064911
72,325,3040.98544
24,196,3042.71516
84,900,3058.326355
132,566,3066.109183
105,819,3078.177623
81,890,3087.135674
47,588,3093.482322
90,784,3102.698441
91,894,3112.919477
126,1250,3131.890914
28,203,3134.788216
124,1166,3147.243876
159,869,3160.399507
115,707,3168.903431
96,798,3177.017953
129,662,3185.040616
27,200,3186.798275
80,863,3196.554895
93,719,3209.516961
147,1306,3224.428904
31,246,3226.626282
219,1061,3238.176415
45,249,3241.523856
25,200,3243.278218
93,522,3248.957416
48,564,3255.787209
125,716,3267.731114
127,1210,3287.126793
105,789,3296.143294
22,201,3297.859335
138,1581,3314.858929
96,1114,3326.942708
116,1220,3341.176351
300,1875,3372.947247
141,855,3382.789676
32,214,3384.689267
75,701,3393.1344
50,500,3398.726438
28,184,3400.383123
53,370,3404.77517
148,527,3410.596185
67,804,3418.937701
61,505,3424.511913
52,400,3429.192848
202,2452,3468.999707
29,277,3472.497703
26,183,3474.123042
27,178,3475.664858
96,587,3481.835377
300,1911,3503.180662
101,711,3511.520405
197,1823,3537.35965
138,1484,3556.187229
57,629,3562.850705
123,1773,3582.862953
140,1546,3604.263189
91,816,3612.631919
70,745,3621.523655
98,985,3632.390249
81,920,3641.66644
65,614,3651.55111
64,376,3655.90234
25,180,3659.759066
52,412,3664.58023
132,1218,3680.788634
24,188,3682.421398
104,1932,3704.002226
85,498,3709.534118
82,932,3720.03317
209,1940,3744.26919
137,764,3755.954788
27,198,3758.861267
129,1149,3771.235391
61,203,3773.025989
33,201,3775.936661
27,206,3777.746772
23,182,3779.343142
66,351,3783.532351
65,402,3788.180942
124,750,3795.802545
83,727,3804.47277
24,174,3806.021114
273,1932,3838.29664
64,407,3843.063996
300,2155,3866.423736
247,1912,3887.62828
65,589,3893.82785
23,184,3895.425256
48,554,3906.74253
135,630,3915.598989
300,2477,3944.288015
46,190,3947.092483
69,369,3950.335849
26,208,3953.323406
93,852,3961.846062
55,443,3966.869605
300,1702,3989.802677
112,1105,4001.757766
72,815,4012.168111
56,509,4019.863257
33,202,4023.160976
113,1315,4036.981651
115,945,4047.427862
116,1182,4065.040253
30,178,4067.702559
71,514,4073.34988
87,430,4078.281549
44,609,4084.70027
41,517,4090.362138
22,188,4092.009253
90,911,4104.289646
32,247,4107.246477
23,178,4111.073599
39,573,4118.077077
82,688,4125.239871
108,1422,4144.695242
31,197,4146.425792
28,184,4149.199965
82,972,4160.005535
46,448,4165.067263
98,1037,4176.367165
59,2010,4198.623112
209,1872,4226.345689
280,1655,4244.282427
61,610,4251.817248
109,1305,4265.467062
81,361,4269.889568
26,181,4271.526633
35,248,4274.927948
300,1538,4299.314833
131,774,4307.139607
59,726,4315.630909
71,474,4320.977437
300,2642,4349.749191
88,557,4355.720914
82,765,4368.492604
115,1082,4380.240642
132,1003,4391.311227
28,183,4394.083157
75,648,4400.920646
102,1094,4416.579633
113,654,4424.010927
43,431,4428.922491
64,652,4441.658353
99,985,4451.505223
79,781,4460.488885
129,722,4467.901603
32,196,4470.754708
139,877,4479.642281
57,844,4489.44489
300,1506,4510.53972
70,839,4522.540354
32,254,4524.794343
82,531,4530.450629
28,231,4533.519919
63,840,4541.958846
86,393,4546.422486
212,2040,4568.54352
26,226,4571.633699
120,1105,4585.69106
193,2442,4616.355551
83,939,4626.805088
73,878,4636.791003
300,2863,4672.972672
146,1106,4685.513013
33,273,4688.619576
206,1561,4708.94597
72,853,4718.656868
78,906,4728.725984
27,222,4730.682201
89,892,4747.326305
211,1940,4768.523618
81,517,4774.108421
264,2716,4807.93121
45,489,4813.394395
105,623,4824.431115
300,1867,4845.467567
93,647,4852.359719
216,1572,4869.66768
255,2170,4900.731411
39,279,4905.54999
80,386,4910.058988
69,884,4919.046607
103,976,4929.901044
112,1087,4941.699073
134,1383,4957.272375
28,223,4960.363051
82,669,4971.338341
195,1231,4984.314341
96,509,4989.917659
136,1245,5007.92946
133,902,5018.607403
203,2293,5048.653341
113,1247,5061.692845
168,1917,5082.783606
63,359,5087.024626
198,2250,5115.76739
62,860,5130.656244
76,948,5141.348164
163,1361,5155.493576
118,716,5164.134104
234,1821,5183.620175
76,501,5189.243981
128,959,5211.086521
40,636,5218.924606
247,2246,5243.005016
226,1762,5261.717579
74,680,5269.866113
