#{"t_start": 1587228635.7538161, "env_id": "DronePathComplex-v0"}
r,l,t
149,1237,3153.235345
30,249,3156.100509
67,852,3168.190466
136,1878,3187.990427
81,1043,3200.473073
157,1768,3224.992855
76,538,3230.86409
71,468,3236.058445
32,231,3238.098863
100,1352,3253.594499
35,251,3258.355472
53,629,3267.468539
236,986,3278.774485
77,870,3293.566267
235,2108,3316.240062
300,3191,3356.440158
88,849,3372.829218
227,1692,3392.30509
84,703,3399.71872
113,1041,3411.223104
141,1011,3422.499304
227,1519,3451.387386
103,539,3457.654341
47,328,3461.725453
81,1049,3473.181355
275,2068,3495.714576
143,1754,3514.46681
128,1157,3533.482036
215,1697,3555.088898
125,1519,3571.815794
135,1432,3587.781355
236,2389,3617.757948
34,198,3620.690242
263,1323,3634.546038
115,688,3642.921942
91,1197,3660.125473
50,563,3666.236972
171,1393,3685.17178
22,220,3687.099214
236,2721,3716.697863
98,757,3725.608339
107,952,3736.999825
173,1300,3756.501437
241,1753,3776.500462
126,1206,3789.281456
286,2899,3832.303804
61,562,3838.367049
67,327,3842.379928
108,965,3851.91374
128,807,3861.209388
96,469,3866.541091
215,1575,3883.656494
300,1889,3911.308626
300,3088,3947.354234
278,2199,3971.047444
80,558,3980.676788
30,195,3982.416487
47,617,3990.013207
150,1222,4003.014755
84,898,4016.621199
108,1272,4031.182632
90,505,4036.763789
143,2016,4063.813568
83,734,4072.507524
59,466,4077.757121
57,310,4080.467269
174,1956,4104.16666
25,520,4112.012862
33,195,4114.31806
64,582,4121.672449
268,2204,4149.158514
71,482,4154.491302
79,820,4162.834501
41,495,4168.315862
241,2089,4191.136407
23,202,4194.014521
294,2580,4230.319619
72,833,4238.794295
196,1815,4259.083066
300,3134,4301.086257
25,197,4303.863211
56,259,4306.121343
25,185,4307.813498
251,1860,4328.517566
233,1921,4349.880419
23,191,4351.552748
46,417,4361.13903
80,470,4366.482827
89,452,4371.552231
118,1535,4388.468133
177,1602,4407.431667
183,1880,4431.30119
53,438,4439.897038
26,202,4442.831058
89,720,4450.309695
118,857,4459.982241
31,466,4465.145629
60,874,4475.110871
63,823,4483.617239
64,613,4490.152691
61,874,4503.622749
28,194,4505.964989
112,1037,4520.058844
29,230,4523.18738
74,847,4532.639233
57,371,4535.926334
71,293,4539.545837
149,2036,4561.600077
231,2453,4590.753441
57,311,4593.478551
212,2349,4624.426907
55,268,4626.77891
90,417,4631.564075
77,1113,4643.517045
31,229,4646.574633
70,826,4654.759698
105,1210,4673.402862
119,1371,4689.200549
111,823,4701.768013
136,2155,4725.03603
95,1035,4742.886378
32,266,4746.342608
232,1563,4763.185405
152,662,4769.991943
181,1517,4786.601623
160,916,4800.757284
46,553,4807.255508
68,593,4813.673641
77,833,4827.718447
89,885,4836.630749
223,1547,4853.749869
80,894,4863.928365
114,963,4874.715752
28,222,4877.754482
90,665,4884.753885
111,1083,4905.216823
158,2420,4932.233686
151,1756,4951.023494
123,534,4956.8781
72,468,4962.140913
255,2766,4996.590543
85,464,5003.604667
108,896,5015.432384
138,1157,5027.875599
92,949,5038.525659
212,1844,5064.378879
30,263,5066.687289
126,1468,5082.754918
80,588,5089.030736
252,2730,5129.286541
55,696,5136.618745
39,271,5140.135777
74,745,5147.801472
288,2011,5170.070558
275,1558,5187.237552
82,864,5208.170578
79,325,5211.167865
118,1150,5224.629075
217,1934,5244.836993
300,1793,5264.970769
