#{"t_start": 1587228635.7950654, "env_id": "DronePathComplex-v0"}
r,l,t
89,535,3372.525686
236,1960,3394.435631
86,1060,3406.117582
73,379,3410.617805
71,457,3415.816863
77,905,3426.152806
148,1164,3450.559228
49,252,3453.388106
71,762,3462.422827
172,1325,3476.241985
49,456,3481.273758
74,807,3490.635575
25,190,3492.304506
147,2220,3521.732811
94,1080,3534.914924
146,1201,3550.688719
102,855,3560.457205
75,601,3566.933893
172,1261,3580.197315
52,336,3584.297337
74,1000,3599.741446
31,186,3601.359288
153,1482,3617.861061
193,1069,3629.522763
80,600,3637.109831
142,1292,3653.521211
161,1257,3669.600012
84,643,3679.664591
78,314,3682.418892
115,1068,3694.124423
62,473,3699.442969
142,1042,3710.868773
76,885,3720.946863
27,183,3723.664166
28,190,3725.29428
108,587,3731.502087
69,909,3744.760758
29,219,3750.17705
27,193,3753.151262
87,510,3758.831316
162,1886,3778.806046
155,1258,3793.154548
25,213,3794.999094
156,957,3805.690774
88,978,3819.018076
92,493,3832.810125
145,1035,3844.17705
61,543,3849.99983
25,207,3851.809783
245,1219,3865.916771
255,2434,3892.756942
300,2787,3931.804892
26,188,3933.432031
87,801,3942.624539
155,1309,3956.361058
140,731,3964.988486
141,1780,3987.5212
199,1294,4002.238641
149,1341,4022.001675
97,371,4025.247825
27,186,4028.011292
76,528,4033.794804
105,1102,4045.655233
59,560,4051.60773
105,1029,4067.90277
86,862,4077.776636
27,222,4079.71832
56,551,4085.598629
55,648,4092.47656
29,625,4101.683685
135,1110,4116.975427
29,212,4118.857673
65,528,4124.60558
117,1121,4140.299931
27,179,4142.982969
63,822,4151.398174
77,846,4161.048887
69,662,4167.987154
97,1098,4179.82712
41,835,4189.406257
300,2359,4223.758217
48,480,4229.133341
176,1705,4247.461039
246,2431,4274.59853
80,541,4285.072288
29,186,4287.207359
82,386,4293.457606
106,393,4298.713105
101,874,4307.43861
72,1300,4322.131553
25,190,4323.81842
161,802,4333.085947
69,933,4343.511218
137,1287,4361.864204
76,851,4371.643162
70,561,4377.703381
129,1452,4393.885969
28,191,4395.581658
105,560,4401.611568
54,334,4407.095592
38,787,4417.855959
87,1022,4429.287096
68,580,4441.408655
86,472,4445.561178
86,964,4456.283205
26,187,4458.996194
95,1057,4470.451612
81,842,4479.031655
57,396,4483.781788
89,1371,4502.512779
105,835,4514.643261
60,690,4522.858257
211,1736,4541.198565
71,447,4546.15504
187,1111,4558.025325
67,699,4566.248106
77,615,4572.774163
195,1307,4588.592817
98,1258,4606.17855
253,2431,4634.70023
112,831,4642.999618
29,199,4645.823812
69,1115,4662.374496
202,2606,4693.683502
105,962,4706.059234
108,1252,4719.241865
56,469,4724.428603
108,1277,4745.542648
78,896,4754.42813
89,931,4764.66137
111,831,4774.069294
227,2210,4802.133986
97,666,4809.324861
178,1569,4831.003251
156,1545,4848.054944
112,876,4858.137574
147,1477,4874.550798
119,1471,4897.697977
26,287,4902.867584
117,708,4910.554541
72,391,4915.187385
173,1949,4935.719721
261,3297,4976.59673
99,734,4984.093287
300,2873,5020.257356
79,645,5027.007762
267,2596,5060.738192
222,1826,5081.051205
65,506,5086.550827
153,1733,5108.403865
132,1434,5130.698027
126,1022,5142.096338
40,559,5148.07168
144,1560,5165.196591
90,1548,5182.26089
107,1118,5204.425755
92,377,5210.038721
104,398,5214.688552
67,213,5216.543232
117,1927,5237.893362
300,1931,5259.173452
101,1249,5272.258503
