#{"t_start": 1587228635.8769836, "env_id": "DronePathComplex-v0"}
r,l,t
141,1585,4173.05835
104,688,4181.335304
58,345,4184.335907
50,409,4189.067032
101,686,4196.277795
73,784,4209.726523
41,473,4217.019165
115,1929,4240.142354
74,578,4246.304315
160,1139,4258.433483
27,194,4260.14889
206,1580,4277.805726
85,504,4288.678719
90,1075,4302.351828
64,361,4306.614503
59,468,4311.775293
26,207,4313.57907
42,444,4318.599167
61,353,4322.864583
141,1256,4336.172558
276,2535,4368.839501
36,209,4371.812485
54,537,4377.667284
173,1446,4393.778757
74,422,4398.620768
278,3209,4442.692622
108,1267,4456.073339
102,844,4465.616994
268,3122,4503.569154
70,1065,4518.542343
201,2394,4544.749088
82,423,4549.525948
182,1713,4567.71124
82,912,4577.974184
58,829,4588.458174
73,345,4592.601604
89,865,4605.492979
42,564,4613.254083
103,660,4620.149799
28,225,4623.205394
160,1277,4636.730134
82,966,4647.282118
111,1192,4664.480822
76,853,4674.192829
146,1342,4691.779506
78,426,4696.707837
43,243,4700.951923
133,1527,4717.648997
68,1101,4729.426543
104,1258,4749.256695
87,846,4758.813778
62,663,4765.646116
77,370,4769.920307
300,2370,4799.933579
40,305,4803.341111
70,469,4808.610677
36,211,4811.603193
196,1762,4834.984616
62,906,4845.250828
118,1209,4858.293392
28,221,4861.31793
102,974,4872.186346
31,215,4874.100452
60,517,4879.746152
141,978,4897.407026
100,1114,4911.387684
146,2046,4933.960124
246,1402,4949.625184
178,2929,4986.146588
63,771,4994.019663
155,1235,5011.148243
66,652,5019.240031
127,1048,5030.734625
112,1299,5049.777602
73,856,5059.379122
80,938,5069.771166
83,417,5074.507229
86,851,5083.031689
160,2181,5112.202738
77,382,5115.614998
86,1135,5134.102603
85,989,5144.007605
134,805,5153.204536
300,2272,5177.861449
131,1710,5208.635867
88,766,5216.540016
300,2599,5244.816043
26,274,5248.368809
76,671,5255.231617
