#{"t_start": 1587228635.8370175, "env_id": "DronePathComplex-v0"}
r,l,t
49,895,2360.545476
36,399,2365.22594
59,718,2372.674279
70,892,2384.644279
33,411,2389.466436
87,844,2400.528799
77,1180,2413.193037
122,1748,2439.694538
123,1459,2455.758049
71,385,2459.165581
69,1043,2472.461828
74,883,2485.008986
70,799,2494.214283
71,519,2499.789487
62,971,2518.245184
39,656,2525.142768
95,1209,2538.089305
63,755,2546.962205
179,1651,2568.324937
96,899,2579.572229
65,925,2597.350569
116,1193,2610.135312
89,1145,2622.382164
72,651,2629.125907
164,1144,2642.632531
100,1026,2653.955626
103,962,2668.57478
137,552,2676.747698
173,1565,2695.066191
126,1359,2709.168553
76,867,2718.95075
65,634,2725.627997
69,731,2738.877267
61,906,2750.961523
30,238,2755.571259
68,760,2763.520858
22,242,2766.719722
63,878,2776.560961
91,1355,2790.428771
77,964,2801.11328
162,1096,2817.430845
91,972,2828.195736
92,1212,2842.090237
245,1473,2857.779041
80,757,2870.120782
168,1310,2884.187961
241,1923,2915.073351
108,751,2923.921223
57,548,2929.883627
62,359,2933.092752
243,2040,2960.017455
138,954,2975.614193
68,827,2985.215639
196,1599,3002.720855
67,374,3007.164278
69,411,3011.901192
128,1332,3025.797435
35,277,3029.427961
44,512,3034.95732
26,189,3036.586811
46,473,3041.829441
86,431,3052.217294
71,414,3056.963691
107,594,3064.758929
128,963,3078.33834
57,587,3084.611787
178,1523,3101.500608
132,1496,3118.205426
57,676,3130.930865
60,527,3136.691044
92,789,3145.826965
114,1251,3163.017984
67,998,3174.476642
106,902,3184.634956
74,828,3193.010874
58,427,3197.842562
205,1859,3224.268813
281,3723,3269.396423
56,376,3273.904139
109,753,3287.67884
26,216,3290.639992
194,1074,3302.087905
113,984,3312.810166
148,969,3323.615394
82,372,3326.902206
88,511,3332.531697
23,203,3335.418705
51,307,3338.11384
92,808,3350.020249
62,301,3355.25768
65,469,3367.345933
101,702,3375.867002
135,1221,3388.923317
67,399,3393.593411
89,596,3400.064648
59,321,3404.005338
23,212,3405.892987
85,1067,3417.678573
54,669,3425.891163
147,1103,3449.548959
25,206,3451.934105
27,191,3454.972343
119,689,3462.254697
58,561,3468.326594
30,193,3470.014141
144,1203,3483.827847
61,501,3489.354074
27,192,3491.026372
108,1414,3506.753033
262,2269,3537.74218
67,373,3543.885483
27,181,3545.990137
67,791,3555.193839
172,2615,3583.771739
76,454,3588.915049
33,394,3593.511869
108,929,3607.192404
82,819,3616.705454
117,407,3621.491396
175,1402,3637.219332
106,1184,3652.393828
66,771,3662.250529
97,1125,3678.765914
59,370,3682.013712
99,607,3688.546494
24,186,3691.319937
62,478,3696.662928
51,331,3699.590723
103,1100,3712.658504
51,549,3718.66416
163,1084,3730.349363
58,321,3733.063949
115,1641,3758.762355
66,347,3761.815222
300,2672,3792.009902
241,1654,3810.017986
129,988,3831.642224
44,296,3834.257863
281,2660,3863.204324
139,1030,3874.554083
110,932,3884.892419
81,933,3895.219144
95,1033,3913.740733
147,1527,3932.291923
75,751,3941.059719
216,1162,3953.504419
182,1364,3967.653141
77,578,3974.904601
57,510,3984.109568
184,1779,4003.103392
66,306,4008.131679
180,1801,4030.706894
83,738,4039.445954
28,186,4041.067189
102,1182,4058.588505
47,496,4064.071044
121,1142,4077.482396
25,177,4079.041781
44,945,4089.550265
33,188,4091.172165
245,1919,4117.347468
80,822,4125.686624
72,725,4137.919701
75,320,4140.712875
49,418,4145.498559
49,658,4153.549455
122,1659,4171.492558
40,518,4177.151672
61,992,4188.08599
74,649,4194.912527
113,1293,4215.599533
63,403,4220.317314
26,202,4224.102365
81,431,4229.030802
120,630,4235.686418
67,359,4239.981556
50,565,4246.032639
234,2640,4275.055325
300,1751,4301.235415
115,1416,4316.875589
28,170,4318.379587
42,598,4324.799387
75,550,4331.850826
69,285,4334.356907
25,177,4335.945121
61,478,4341.254046
149,1043,4352.609719
187,1120,4370.705322
88,402,4374.223128
86,792,4383.484176
89,997,4394.516057
110,934,4406.174469
76,960,4420.044787
133,1796,4443.97706
94,879,4453.902772
57,934,4464.211913
154,1692,4482.619089
78,678,4489.746855
87,385,4495.707926
223,2585,4529.363668
68,497,4534.766558
69,291,4538.398177
67,332,4541.293998
65,1140,4553.350426
86,902,4563.40424
62,768,4572.300933
68,772,4580.222
300,3494,4625.539786
149,662,4632.515037
38,518,4638.179271
136,850,4647.716404
72,775,4656.547199
88,926,4670.534671
90,1194,4684.828109
66,848,4696.44057
74,943,4707.97633
77,494,4713.439583
39,553,4719.386733
75,429,4724.183027
248,3168,4765.023609
117,843,4774.514536
111,1721,4795.31281
132,908,4807.569307
140,1415,4827.932662
244,2625,4856.827482
230,2333,4881.915914
183,1720,4910.233288
133,1869,4930.15913
238,1586,4948.555014
90,469,4952.695967
57,335,4956.814969
64,871,4970.686645
104,1004,4981.716666
91,530,4987.521967
139,1565,5008.495465
273,2137,5032.128503
130,978,5048.306349
168,1316,5063.047632
216,2040,5085.222001
80,947,5094.639409
87,890,5107.870493
65,854,5118.978468
125,1249,5137.364506
135,1442,5153.368758
88,921,5163.816236
34,266,5166.155102
80,996,5177.216407
175,1977,5210.386757
185,1381,5225.903672
138,956,5236.515227
67,518,5242.079972
98,508,5247.677605
202,1535,5264.377549
