#{"t_start": 1587228635.3817298, "env_id": "DronePathComplex-v0"}
r,l,t
58,823,2396.361344
60,919,2406.801454
108,1266,2421.159391
130,1408,2442.479971
104,860,2452.241136
77,894,2462.278723
119,1252,2479.239153
89,1073,2491.620365
105,1178,2512.906421
83,1004,2523.982539
57,754,2531.732251
80,864,2541.678585
41,445,2546.677388
70,729,2554.181435
136,1414,2574.528006
117,1395,2597.605008
66,870,2606.448149
40,402,2611.080644
71,706,2618.362467
58,537,2624.201422
25,256,2627.523544
64,844,2637.193252
27,597,2643.606649
112,1796,2665.861589
37,386,2671.986562
78,860,2684.532795
72,1002,2695.481134
74,782,2703.42596
70,820,2712.874107
72,753,2720.528414
40,387,2725.02164
113,1416,2747.457899
145,1098,2761.862507
21,224,2763.812099
274,2857,2795.158689
109,1179,2807.775948
25,221,2810.819058
90,943,2825.810591
126,882,2834.534619
32,211,2837.513806
27,198,2839.255682
139,1654,2857.461938
122,1079,2873.177742
108,924,2883.495724
91,887,2902.996095
153,1339,2918.174458
27,193,2919.89238
28,234,2921.916429
80,901,2932.148437
149,1047,2945.962027
85,1177,2960.741223
234,1746,2985.594604
26,195,2987.32324
60,375,2991.804366
81,829,3001.330219
81,804,3009.581158
79,685,3017.798663
39,528,3023.594079
37,470,3027.687061
178,1876,3054.040609
42,581,3060.239446
74,807,3073.185813
52,720,3081.325014
49,787,3090.545908
91,1374,3105.00682
81,823,3114.61308
49,672,3121.706456
132,1374,3142.80528
79,1700,3165.529718
75,841,3175.103859
83,613,3181.631362
93,887,3191.602751
94,1034,3208.37902
22,184,3210.02754
27,190,3212.811278
30,205,3214.665466
76,732,3223.377835
80,760,3231.213029
100,423,3236.026358
64,337,3240.143175
83,508,3245.720311
80,834,3254.534105
97,928,3268.982899
30,308,3272.985705
300,2374,3304.071994
80,546,3309.86989
83,635,3316.573974
96,892,3326.681315
300,2285,3356.618159
177,1549,3381.492338
52,583,3387.79691
84,886,3397.915232
46,499,3403.483655
96,473,3407.674735
73,721,3416.379391
169,1411,3432.256537
112,831,3453.137924
72,472,3458.529672
118,575,3464.804537
175,2006,3486.737469
96,822,3496.196048
114,599,3502.648406
61,762,3511.432228
95,1004,3525.804815
40,511,3531.762653
74,947,3546.416513
43,337,3550.477585
102,1017,3561.694838
108,1174,3574.269884
90,838,3583.847559
172,1960,3610.017566
92,388,3613.490348
51,583,3620.924089
177,2678,3652.599358
56,437,3659.462399
51,406,3663.15354
77,821,3675.848619
79,407,3680.594152
68,574,3686.813458
107,715,3694.218296
23,196,3697.087132
49,199,3698.865172
300,2364,3725.282836
142,815,3733.428995
300,1826,3760.757246
209,1935,3782.287308
300,2417,3807.952837
151,1276,3833.376055
73,779,3841.356625
62,641,3849.155146
298,2890,3880.151268
129,609,3887.71564
69,1009,3898.764105
61,335,3907.024403
104,518,3914.634808
71,317,3920.041131
33,200,3922.006287
172,1631,3939.593195
280,2270,3965.060971
300,1794,3987.716229
146,1081,3999.429611
75,670,4008.887187
127,1219,4025.140785
25,187,4026.808412
24,187,4029.554741
49,476,4034.895716
86,1083,4046.557771
93,1282,4065.023598
23,531,4070.807893
43,417,4075.606883
81,950,4086.132492
106,529,4091.914935
47,953,4104.629178
104,1055,4118.864591
59,822,4128.326079
66,926,4141.190035
68,775,4150.29993
123,1395,4165.895697
118,1146,4178.177727
38,500,4183.67609
40,610,4190.165214
47,485,4195.534138
206,1363,4217.162951
110,511,4224.501299
189,1448,4240.660883
24,200,4242.415729
136,1071,4253.960931
147,1102,4265.860521
26,181,4268.634058
75,796,4277.042943
159,850,4293.370866
300,2208,4317.853435
32,580,4324.108216
54,328,4328.075042
24,185,4329.700595
50,486,4335.141348
283,1532,4351.903561
76,631,4363.417779
30,252,4366.798957
80,1040,4378.201789
71,869,4388.11079
87,1088,4399.926943
99,1205,4416.510495
158,1712,4440.291315
77,950,4450.955063
83,516,4456.554957
76,503,4462.008062
42,585,4468.250146
97,1294,4483.151445
69,551,4489.153089
94,433,4495.350594
147,1914,4522.264153
183,2568,4550.008315
106,2135,4573.024341
69,468,4578.262322
128,689,4587.525005
147,911,4598.830652
167,1284,4616.015629
106,1206,4629.946874
75,765,4637.824827
90,933,4648.083232
206,1168,4665.072313
29,214,4668.081052
80,913,4677.161067
41,215,4680.087645
141,1322,4697.819352
123,957,4709.258601
86,468,4714.475734
148,1195,4728.201442
112,942,4744.175331
228,1869,4764.782519
186,1890,4785.688632
134,1667,4808.119008
87,517,4813.828709
96,589,4824.54682
118,909,4834.847943
224,1538,4851.885023
81,336,4856.028474
74,892,4865.017635
148,2334,4898.042478
90,602,4906.337384
136,760,4915.314706
118,1530,4932.202008
105,925,4941.449414
271,2275,4971.065086
77,436,4976.047717
300,2211,5001.906137
95,760,5011.772949
90,821,5021.332976
57,767,5030.334382
281,1726,5054.231777
229,2203,5077.808221
212,1777,5098.430311
173,1118,5114.347038
108,857,5129.187584
87,892,5138.268215
96,1070,5149.915218
98,929,5160.324941
43,650,5168.360121
202,1794,5187.636136
209,1263,5212.210846
246,1185,5225.988601
59,941,5236.48595
152,1349,5250.424618
142,1147,5263.77402
