#{"t_start": 1587228635.4652283, "env_id": "DronePathComplex-v0"}
r,l,t
24,192,2901.532112
48,764,2909.461251
76,605,2915.915727
29,192,2918.739115
77,942,2929.272228
173,1632,2950.793594
127,1008,2962.698816
111,628,2969.243595
151,983,2985.205545
158,1686,3003.500562
87,976,3014.323213
89,1305,3029.190825
116,1626,3052.168928
87,289,3054.701304
87,917,3066.878166
98,1187,3081.969249
76,1006,3093.145943
74,1170,3106.95699
141,816,3115.335825
56,918,3131.341681
70,408,3136.041871
31,192,3137.770664
123,1209,3152.956385
80,405,3157.676025
72,482,3165.049456
120,1257,3179.447604
128,699,3186.666298
84,401,3191.27919
128,1092,3208.590112
80,554,3214.664201
39,234,3217.881606
105,781,3225.872342
30,181,3227.454439
149,1045,3240.015504
102,975,3249.707934
128,846,3261.775195
49,559,3269.949407
169,1555,3293.006611
101,1176,3305.335905
153,848,3314.918141
159,1424,3330.824899
135,1401,3348.726947
130,1574,3375.82564
81,734,3383.471412
156,1399,3399.257055
26,190,3400.953571
55,340,3405.089306
46,416,3409.900148
92,881,3418.931854
264,2434,3458.570757
287,2468,3485.781271
30,218,3487.698815
96,429,3492.593426
98,1115,3504.653099
38,220,3507.64396
149,1807,3531.576485
27,192,3535.611909
81,966,3549.225711
59,395,3552.703953
90,525,3559.548263
136,1274,3573.027943
104,1518,3589.765594
184,1692,3612.427803
220,1986,3634.462475
124,1330,3651.893354
26,183,3654.041872
24,174,3656.036775
28,186,3659.929533
25,189,3661.604263
80,768,3670.604186
61,438,3678.827742
198,1683,3697.127523
81,864,3705.844311
53,426,3710.734312
75,966,3721.538562
66,694,3729.814189
265,2026,3758.760079
86,418,3762.462002
50,538,3768.306505
121,722,3776.955035
91,547,3782.864981
53,457,3787.973347
179,2090,3811.060112
24,199,3813.329035
143,1414,3839.167562
300,2301,3863.833917
77,359,3868.179543
44,438,3873.144398
194,1298,3887.817792
300,2273,3921.151086
93,428,3926.031044
40,490,3931.446044
92,627,3938.020508
106,878,3947.915803
174,1550,3964.822446
83,774,3972.687956
95,540,3982.203546
300,2056,4004.87692
26,189,4008.777233
170,1092,4023.930248
190,1349,4039.171328
48,613,4045.595597
138,649,4052.338155
114,1196,4070.10499
24,230,4073.252789
70,350,4076.351063
71,351,4080.557622
158,1370,4096.018755
107,1152,4112.57123
49,499,4118.60422
134,1184,4134.867047
93,407,4139.55056
70,845,4149.231261
27,228,4151.252363
76,1003,4162.296582
133,1264,4176.743567
67,995,4187.6951
89,596,4194.086552
27,192,4195.775781
49,895,4210.280354
233,1679,4232.050037
27,196,4234.857031
40,501,4240.419886
27,184,4242.050927
76,884,4251.980962
149,1266,4265.276216
161,1116,4277.719511
300,2996,4317.972771
23,196,4319.718007
28,190,4322.51953
140,603,4328.90749
99,557,4334.941794
39,543,4340.841315
247,2034,4368.035574
109,1516,4384.765548
159,1236,4398.99561
36,529,4405.836048
122,1437,4424.014678
83,764,4433.029964
129,1249,4451.036654
113,1208,4464.831729
83,1118,4476.93381
49,629,4483.742725
119,1045,4496.804105
75,1121,4514.252897
39,559,4520.24763
73,1152,4533.492555
157,1857,4552.930747
73,908,4563.022919
75,923,4573.300484
84,837,4581.788759
149,1532,4602.668927
232,1664,4624.458162
149,790,4632.560278
35,605,4638.996464
117,1571,4656.888487
68,854,4670.255528
67,443,4675.190312
106,1458,4694.355921
133,1300,4709.618244
134,1148,4722.932962
227,1872,4749.236037
300,2018,4771.104646
131,1131,4783.167983
111,762,4794.119798
121,1492,4813.05186
74,540,4823.35611
104,1315,4838.369068
134,936,4847.778459
300,2140,4872.388971
150,933,4881.743379
168,1535,4907.323522
300,2746,4938.330931
105,982,4949.17168
108,1158,4961.679242
123,1113,4977.674665
255,2860,5013.59279
105,626,5020.274025
146,647,5027.039806
76,447,5032.20438
119,959,5048.219316
130,1290,5061.646874
98,951,5072.120668
153,1921,5093.35447
93,1413,5113.58921
192,2164,5142.369223
72,920,5152.59675
189,1465,5168.962479
297,2541,5208.03894
128,1255,5221.527366
64,506,5227.114887
149,1523,5243.711687
300,2505,5271.121246
