#{"t_start": 1587228635.5915313, "env_id": "DronePathComplex-v0"}
r,l,t
88,2014,2686.174368
27,247,2689.439238
81,733,2696.914767
70,858,2706.641356
24,196,2708.362571
74,1336,2723.38883
87,836,2731.905255
80,808,2748.013849
72,755,2758.108203
63,338,2762.159519
79,425,2766.945768
24,234,2768.947799
90,522,2774.596586
203,1179,2788.106527
79,836,2796.470117
48,305,2800.273526
124,889,2810.321561
31,242,2816.892381
51,396,2821.505527
291,2325,2846.238614
108,1237,2862.344504
104,645,2871.501278
78,783,2880.659363
72,801,2898.189243
224,1159,2910.779012
129,925,2921.152185
40,233,2924.343572
153,1375,2939.254656
50,300,2944.571378
127,1233,2960.077851
27,225,2963.23973
55,528,2968.904917
75,1757,2992.902352
163,1551,3009.939812
46,926,3020.289426
82,773,3029.365602
92,537,3035.103864
85,995,3051.494761
92,388,3054.907787
74,668,3064.347195
28,201,3066.63504
109,1081,3080.813286
39,417,3085.641982
66,498,3091.174591
45,478,3096.548977
79,610,3103.11006
31,209,3106.088206
117,563,3112.212375
98,1470,3133.134957
46,293,3136.82806
84,871,3146.681355
66,357,3150.282386
44,642,3161.220161
74,938,3172.630038
44,443,3176.529017
65,362,3180.827855
102,443,3185.801958
101,1055,3197.248812
82,619,3209.32732
95,553,3215.405667
184,1880,3236.415808
89,466,3241.680629
49,393,3246.244897
57,598,3252.572463
54,611,3261.435423
77,926,3274.078441
45,293,3276.602889
149,1488,3298.929617
22,201,3301.728567
110,884,3310.475302
71,603,3318.069351
49,503,3323.584374
121,976,3333.321178
45,429,3338.184438
46,515,3344.916528
140,1802,3376.277425
176,1652,3394.281377
91,761,3403.331059
58,629,3410.037502
107,759,3417.957061
91,994,3429.009986
116,1323,3456.538485
109,778,3464.650001
103,1263,3478.977317
88,603,3485.346434
84,1018,3496.536272
121,1208,3509.319273
73,389,3513.876937
43,470,3523.544446
64,751,3531.591918
177,1087,3548.582913
91,766,3556.468403
66,926,3566.871011
157,1472,3583.131221
38,472,3588.424223
124,974,3603.621708
25,199,3605.374274
76,518,3611.085272
57,470,3616.387751
49,384,3620.97134
50,415,3624.627774
117,1280,3639.276065
58,579,3646.229671
62,478,3653.574343
106,960,3665.992156
61,490,3671.407845
27,182,3676.249087
37,181,3678.974075
227,1792,3698.220468
58,434,3703.141996
26,181,3704.756895
245,1481,3721.216672
204,1469,3738.537608
119,1245,3757.253852
141,1051,3769.902478
75,1005,3779.894374
26,187,3782.645449
58,371,3787.005331
107,896,3795.937439
70,811,3805.337051
189,1449,3832.264203
142,1427,3848.107928
26,176,3849.659029
161,1244,3862.836052
118,1289,3877.567432
281,2679,3913.665059
208,1544,3932.434784
102,1010,3943.437293
142,1716,3961.839183
25,207,3964.766822
119,519,3970.405188
77,863,3982.740268
21,179,3985.382764
91,889,3995.355729
291,2038,4022.436607
80,1255,4035.728472
94,492,4041.141282
65,384,4045.590792
169,1195,4063.255501
29,189,4064.966995
79,803,4074.251101
227,2111,4097.355015
154,1432,4118.009569
128,585,4124.262424
46,625,4134.492917
87,890,4144.523982
23,198,4146.263618
95,1020,4157.526222
41,870,4167.375058
79,859,4177.158196
54,459,4182.316332
93,713,4189.695041
148,1496,4210.758059
132,1484,4230.654206
25,270,4233.023564
26,179,4235.703203
264,2930,4267.029348
60,802,4276.595492
300,2963,4316.571052
170,1317,4330.435331
225,2109,4354.494955
80,791,4367.489415
26,193,4369.193825
22,207,4372.150042
56,419,4376.94406
231,2474,4405.283359
270,2139,4432.018779
189,1163,4449.258156
100,1845,4469.832008
103,690,4477.035467
38,212,4478.913174
49,243,4482.259422
72,777,4490.286466
88,511,4497.838651
37,519,4505.608281
107,765,4517.508723
232,1770,4536.179879
170,1217,4549.975207
66,732,4557.464013
205,1982,4579.214306
87,1016,4592.433618
130,1031,4607.090313
30,508,4614.073988
66,789,4622.069688
75,865,4631.937753
112,1633,4649.486262
84,1194,4667.817936
98,900,4676.793285
89,931,4688.57084
51,262,4693.447236
113,577,4701.474015
87,391,4705.981722
217,2259,4730.145842
138,1438,4752.637385
70,371,4756.995643
112,804,4765.008832
106,682,4773.106547
80,1018,4784.227437
38,323,4787.173702
130,923,4801.418791
241,2865,4838.31694
96,588,4844.629228
122,806,4852.953049
148,801,4862.292951
92,945,4872.916814
237,1530,4896.232756
139,1200,4911.270616
85,862,4921.178879
73,580,4927.376628
179,2260,4951.774318
132,1517,4972.497424
72,325,4976.479766
219,1261,4989.719544
69,448,4994.964125
249,2245,5024.308715
187,2028,5051.993005
72,861,5060.576089
47,656,5067.423235
81,479,5072.685002
240,3166,5112.654468
182,2137,5141.135524
160,1967,5162.943898
112,509,5168.58527
70,709,5175.97774
94,747,5183.728473
242,1967,5216.769712
95,511,5222.373457
108,986,5233.275817
79,989,5244.075748
123,780,5253.108348
126,748,5260.767172
136,864,5270.50556
