#{"t_start": 1587228635.917739, "env_id": "DronePathComplex-v0"}
r,l,t
58,398,3998.079595
125,1241,4015.67782
160,1562,4034.101232
58,778,4041.996911
71,385,4046.4697
73,510,4052.002436
182,1245,4070.199927
23,180,4072.9078
65,465,4078.154199
78,394,4081.599302
79,387,4086.080029
79,515,4091.743683
27,184,4094.542532
77,350,4097.821727
39,539,4105.946109
89,1398,4123.845507
70,1058,4138.99104
158,1517,4155.704869
29,186,4157.368153
24,188,4160.145171
91,1311,4173.862098
132,1179,4187.556862
143,1397,4202.173418
65,624,4215.861823
111,668,4224.824018
60,316,4228.734035
77,481,4232.979356
26,200,4235.867878
82,444,4240.905932
94,921,4251.152722
122,1756,4270.044229
78,564,4276.327229
121,716,4289.2519
68,388,4295.511889
117,529,4301.4154
116,842,4310.943242
66,553,4316.883391
26,204,4318.698194
131,1049,4330.173289
115,1478,4346.477721
89,579,4352.694751
98,1098,4370.5826
70,483,4375.952488
213,1504,4391.411026
57,312,4395.34748
88,1004,4408.137736
114,2040,4433.226183
81,931,4448.395589
32,209,4450.269945
100,1267,4464.603423
83,611,4471.105577
161,2782,4505.440384
101,844,4517.986328
44,246,4520.118144
34,190,4522.88174
208,1409,4538.377931
110,1169,4550.69455
167,2139,4573.758599
98,1337,4590.93647
300,1879,4615.539717
300,1673,4634.732156
84,945,4644.018562
165,1659,4667.506965
77,396,4671.022825
64,824,4680.314348
75,832,4692.647574
63,849,4703.172523
141,1914,4724.334227
80,1252,4745.216701
252,2371,4770.143362
114,706,4778.564768
182,1610,4799.601581
154,882,4809.316991
76,408,4818.448123
120,602,4824.921236
72,554,4830.954837
60,614,4838.61711
83,890,4847.613701
80,884,4857.77924
29,220,4860.804172
196,2295,4885.5732
300,2142,4917.693354
201,2249,4943.107743
30,219,4945.028479
251,1858,4969.861923
114,1843,4989.339043
72,1081,5003.610919
110,1337,5020.411219
298,1775,5039.423611
300,1915,5065.919375
148,873,5075.709756
174,1246,5088.808028
135,1356,5107.054374
169,1687,5131.885337
259,2267,5157.412755
91,421,5162.314277
53,858,5171.05781
233,1822,5191.76715
221,1718,5221.359744
24,255,5224.727647
126,820,5233.04815
300,2169,5256.286144
