#{"t_start": 1587228635.1562912, "env_id": "DronePathComplex-v0"}
r,l,t
127,1768,2068.590674
191,2287,2098.600804
300,2573,2132.967713
176,1444,2148.73768
66,1117,2160.686096
216,2292,2185.18412
162,1504,2206.464222
84,449,2211.564677
35,420,2217.877449
64,904,2231.18743
34,466,2236.34937
138,1598,2253.520335
35,438,2258.336852
74,837,2266.689895
76,460,2275.324302
72,1384,2290.724068
34,360,2294.961573
56,734,2302.560262
56,868,2315.332473
34,442,2322.194213
44,1289,2335.664722
26,403,2340.348445
59,679,2351.736072
55,587,2358.072672
27,428,2363.046882
40,507,2368.643883
57,310,2372.484446
33,357,2375.625157
43,410,2381.034691
51,800,2393.893674
21,478,2399.474053
55,816,2407.83864
27,203,2410.703406
130,1662,2435.310942
85,1778,2454.185596
157,1913,2479.083745
85,710,2488.418708
104,926,2497.563115
98,1186,2518.99993
33,792,2527.098859
21,239,2530.284834
59,469,2535.58976
72,1646,2553.415435
67,837,2563.975193
107,1346,2581.742245
73,754,2597.981691
70,655,2604.874384
35,532,2610.705237
98,530,2616.442087
67,921,2626.757849
99,1587,2644.117965
54,788,2652.126548
102,767,2664.210764
54,842,2675.061655
104,2390,2703.563723
75,990,2714.505813
163,1359,2729.807634
69,827,2743.389561
90,834,2756.765411
86,1200,2769.497002
115,921,2779.702143
105,984,2790.372142
66,406,2795.003317
53,931,2805.444475
253,1703,2828.1966
168,1629,2845.709482
248,1769,2869.421839
35,234,2872.062077
88,1823,2902.030986
154,2177,2925.728444
54,570,2931.903606
82,487,2937.387729
70,759,2947.897274
67,618,2957.275286
54,249,2959.500913
100,599,2965.888295
139,989,2981.865202
183,1646,2999.762225
131,1004,3010.916039
49,857,3020.640137
30,539,3026.499681
86,785,3035.605917
90,689,3042.728106
54,288,3051.786399
117,1368,3068.184765
61,806,3079.766345
78,1199,3092.559582
102,708,3101.116103
83,1051,3112.721892
64,540,3118.657909
28,214,3120.560812
68,364,3130.550722
171,1513,3147.165676
41,261,3149.653414
139,1310,3168.800674
164,1419,3184.564438
123,572,3190.679506
131,1601,3213.631491
131,1067,3225.326593
107,892,3235.394529
59,590,3241.736868
51,528,3247.478952
139,913,3259.58087
155,988,3273.278023
166,1800,3298.322361
99,1223,3311.062414
29,196,3313.887864
109,1155,3326.331162
65,244,3329.609756
93,752,3337.320526
173,1658,3367.244155
118,1318,3382.350996
126,845,3392.073999
44,610,3398.643145
160,1679,3417.000172
28,218,3418.962663
82,377,3423.425865
28,198,3426.315154
127,874,3435.142565
87,971,3458.45157
300,2779,3489.565377
68,380,3492.879331
42,417,3497.675562
230,1754,3517.493548
91,758,3529.664844
73,780,3542.111624
91,896,3552.196413
118,1272,3566.77702
62,555,3572.77118
293,2787,3607.305476
182,2269,3632.980013
61,605,3639.487372
83,1167,3654.98539
24,169,3658.718601
29,192,3660.753612
117,750,3668.475103
73,593,3679.188651
238,1641,3697.082991
96,736,3704.708819
143,1293,3719.540284
98,973,3730.272003
252,1766,3755.744607
98,898,3765.958019
109,459,3771.116225
53,429,3776.034045
300,3176,3810.74613
91,635,3819.866394
110,1154,3840.529914
130,866,3850.332837
65,564,3856.407808
59,620,3862.968006
149,1506,3879.57239
46,518,3885.217961
23,192,3888.037396
189,1918,3915.571441
300,2142,3940.339608
300,1597,3958.818011
273,2051,3984.818455
24,229,3986.800485
72,738,3995.451915
68,734,4003.114106
30,213,4005.139267
197,1274,4024.143576
81,449,4029.206019
30,200,4030.974803
64,847,4040.677411
92,823,4048.921961
55,416,4058.675717
113,890,4068.724983
24,227,4070.722144
71,960,4081.443187
69,999,4092.419654
139,804,4103.489164
81,1014,4117.681412
163,1015,4128.849345
25,180,4130.391973
31,211,4135.881711
102,1402,4151.606617
35,228,4154.700378
54,467,4159.963197
51,474,4165.232891
82,725,4172.699578
31,168,4174.166391
24,563,4180.209784
26,183,4182.960711
26,187,4184.577011
145,842,4194.240667
25,193,4195.928027
31,212,4199.041089
45,801,4211.752249
60,868,4224.967257
26,177,4226.521259
217,1912,4247.813307
184,1938,4269.320807
76,590,4275.85838
300,3096,4317.038069
90,1225,4330.065695
85,613,4336.610857
83,770,4345.573034
166,1798,4369.607571
152,928,4380.006519
27,198,4382.949299
80,833,4391.318658
61,809,4400.725969
125,1621,4422.729234
64,439,4427.691831
74,955,4443.094797
63,1082,4454.863993
122,1589,4472.09049
65,852,4481.898817
71,357,4485.157474
70,851,4496.272849
34,480,4503.620201
47,469,4509.963066
60,204,4511.722815
92,1167,4527.669012
116,1393,4541.958435
71,837,4551.389913
38,463,4556.510576
100,844,4564.964079
63,865,4574.753295
25,180,4576.318545
137,1456,4594.549292
278,1888,4620.328312
80,385,4624.817518
64,764,4632.675502
35,202,4635.607205
66,823,4643.834385
262,1757,4668.143766
184,1897,4689.640229
74,588,4700.102479
114,693,4707.348292
187,936,4717.770216
129,1548,4734.527227
26,242,4743.303605
45,577,4749.45811
105,1221,4763.345366
26,247,4765.492386
287,2551,4795.56645
40,294,4800.712366
113,1860,4825.64068
287,2922,4858.323051
157,1051,4869.834127
147,1356,4885.172532
145,488,4897.181511
201,1510,4916.037988
300,2274,4940.544872
300,1916,4961.915585
126,1510,4982.504415
100,806,4990.666082
169,1203,5008.325251
148,1310,5022.520136
92,957,5033.28519
195,1389,5054.147013
74,358,5058.334311
164,1378,5072.534882
104,1014,5083.581185
137,1268,5098.701438
273,2235,5131.760698
94,1117,5143.98932
147,1254,5158.249422
67,540,5164.211165
98,1015,5175.436096
97,954,5186.161488
135,1402,5211.977347
176,1345,5227.153394
145,1060,5238.644212
147,1763,5258.380836
69,1093,5270.177881
